uri,activatedDate,startDate,endDate,orderNumber,notation,label,preferred_label_hu,preferred_label_et,preferred_label_fi,preferred_label_cs,preferred_label_sk,preferred_label_lt,preferred_label_lv,preferred_label_mt,preferred_label_en,preferred_label_da,preferred_label_nl,preferred_label_sv,preferred_label_hr,preferred_label_sl,preferred_label_pl,preferred_label_de,preferred_label_ro,preferred_label_it,preferred_label_pt,preferred_label_es,preferred_label_fr,preferred_label_ga,preferred_label_el,preferred_label_bg
http://data.europarl.europa.eu/org/group/NI-1541,2004-07-19,2004-07-19,2009-07-12,99999,NI,Non-attached Members,Független képviselők,Fraktsioonilise kuuluvuseta parlamendiliikmed,Sitoutumattomat,Nezařazení poslanci,nezávislí poslanci,Nepriklausomi nariai,Pie politiskajām grupām nepiederošie deputāti,Membri mhux affiljati,Non-attached Members,Løsgængere,Niet-ingeschrevenen,Grupplösa,Nezavisni zastupnici,Samostojni poslanci,Niezrzeszeni,Fraktionslos,Deputați neafiliați,Non iscritti,Não-inscritos,No inscritos,Non-inscrits,Feisirí neamhcheangailte,Μη Εγγεγραμμένοι,Независими членове
http://data.europarl.europa.eu/org/group/NI-2978,2009-07-13,2009-07-13,2014-06-29,99999,NI,Non-attached Members,Független képviselők,Fraktsioonilise kuuluvuseta parlamendiliikmed,Sitoutumattomat,Nezařazení poslanci,Nezaradení poslanci,Nepriklausomi nariai,Pie politiskajām grupām nepiederošie deputāti,Membri mhux affiljati,Non-attached Members,Løsgængere,Niet-fractiegebonden leden,Grupplösa,Nezavisni zastupnici,Samostojni poslanci,Niezrzeszeni,Fraktionslos,Deputați neafiliați,Non iscritti,Não-inscritos,No inscritos,Non-inscrits,Feisirí neamhcheangailte,Μη Εγγεγραμμένοι,Независими членове
http://data.europarl.europa.eu/org/group/NI-3968,2014-06-30,2014-06-30,2019-06-30,99999,NI,Non-attached Members,független képviselők,Fraktsioonilise kuuluvuseta parlamendiliikmed,Sitoutumattomat,Nezařazení poslanci,Nezaradení poslanci,Nepriklausomi nariai,Pie politiskajām grupām nepiederošie deputāti,Membri mhux affiljati,Non-attached Members,Løsgængere,Niet-fractiegebonden leden,Grupplösa,Nezavisni zastupnici,Samostojni poslanci,Niezrzeszeni,Fraktionslos,Deputați neafiliați,Non iscritti,Não Inscritos,No inscritos,Non-inscrits,Feisirí Neamhcheangailte,Μη Εγγεγραμμένοι,Независими членове
http://data.europarl.europa.eu/org/group/NI-5152,2019-07-01,2019-07-01,2099-12-30,99999,NI,Non-attached Members,független képviselők,Fraktsioonilise kuuluvuseta parlamendiliikmed,Sitoutumattomat,Nezařazení poslanci,Nezaradení poslanci,Nepriklausomi nariai,Pie politiskajām grupām nepiederošie deputāti,Membri mhux affiljati,Non-attached Members,Løsgængere,Niet-fractiegebonden leden,Grupplösa,Nezavisni zastupnici,Samostojni poslanci,Niezrzeszeni,Fraktionslos,Deputați neafiliați,Non iscritti,Não Inscritos,No inscritos,Non-inscrits,Feisirí Neamhcheangailte,Μη Εγγεγραμμένοι,Независими членове
http://data.europarl.europa.eu/org/group/ARC-490,1989-07-24,1989-07-24,1994-07-17,986,ARC,Rainbow Group in the European Parliament,Szivárvány Csoport az Európai Parlamentben,“Rainbow” fraktsioon Euroopa Parlamendis,Euroopan parlamentin sateenkaariryhmä,Skupina Duha v Evropském parlamentu,Skupina  Rainbow (Dúha) v Európskom parlamente,„Vaivorykštes” grupe Europos Parlamente,Varaviksnes grupa Eiropas Parlamenta,Grupp Qawsalla fil-Parlament Ewropew,Rainbow Group in the European Parliament,Regnbuegruppen i Europa-Parlamentet,Regenboogfractie in het Europees Parlement,Regnbågsgruppen i Europaparlamentet,Klub zastupnika Duga u Europskom parlamentu,Skupina Mavrica v Evropskem parlamentu,Grupa Tecza w Parlamencie Europejskim,Regenbogen-Fraktion im Europäischen Parlament,Grupul „Arc-en-Ciel” din  Parlamentul European,Gruppo Arcobaleno del Parlamento Europeo,Grupo Arco-Íris ao Parlamento Europeu,Grupo Arco Iris del Parlamento Europeo,Groupe Arc-en-Ciel au Parlement Européen,An Grúpa Bogha Ceatha i bParlaimint na hEorpa ,Ομάδα Ουράνιου Τόξου στο Ευρωπαϊκό Κοινοβούλιο,Група Дъга в Европейския парламент
http://data.europarl.europa.eu/org/group/ARC-506,1984-07-23,1984-07-23,1989-07-23,980,ARC,"Rainbow Group: Federation of the Green-Alternative European Links, Agelev-Ecolo, the Danish People's Movement against Membership of the European Community and the European Free Alliance in the European Parliament","Szivárvány (Rainbow) Csoport: Az Európai Baloldai Zöld Alternatívok szövetsége, az Agelev-Ecolo és Dán Népi Mozgalom az Európai Uniós tagság ellen","“Rainbow fraktsioon”: Roheliste ja alternatiivsete Euroopa vasakpoolsete liit, Agelev-Ecolo, Taani rahvaliikumine Euroopa Ühenduse liikmelisuse vastu","Sateenkaariryhmä: Euroopan vaihtoehtoisten vihreiden, Agalevin ja Ecolon","Skupina Duha: Federace zelených alternativních evropských spojení, Agelev-Ecolo, Dánské lidové hnutí proti členství v Evropském společenství","Skupina Rainbow: Federácia Zelenej alternatívnej európskej lavice, Agelev-Ecolo, Dánskeho ludového hnutia proti clenstvu v Európskom spolocenstve","„Vaivorykštes” grupes: Žaliuju alternatyviu Europos ryšiu federacija, Agelev-Ecolo, Danijos liaudies judejimas prieš Europos Bendrijos naryste","Varaviksnes grupa: Zalo alternativo Eiropas grupu, Agelev-Ecolo, Danijas Tautas kustibas pret lidzdalibu Eiropas Kopiena federacija","Grupp tal-Qawsalla: Federazzjoni tar-Rabtiet Ewropej Alternattiva Hodor, Agelev-Ecolo, l-Moviment tal-Poplu Daniz kontra s-Shubija fil-Komunita’ Ewropea","Rainbow Group: Federation of the Green-Alternative European Links, Agelev-Ecolo, the Danish People's Movement against Membership of the European Community and the European Free Alliance in the European Parliament","Regnbuegruppen: Sammenslutning af: Den Grønne-Alternative Europæiske sammenslutning, Agalev-Ecolo, Folkebevægelsen mod EF og Den Europæiske Frie Alliance","Regenboogfractie: Federatie van Groen Alternatieve Europese Alliante, Agalev en Ecolo, Deense Volksbeweging tegen het lidmaatschap van de Europese Gemeenschap en de Europese Vrije Alliantie, binnen het Europese Parlement","Regnbågsgruppen: Sammanslutningen av Gröna alternativa europeiska länkar, Agelev-Ecolo, Danska folkrörelsen mot medlemskap i Europeiska gemenskapen Regnbågsgruppen i Europaparlamentet","Klub zastupnika Duga: Federacija Saveza zelenih i europske alternative, Agelev-Ecola, Danskog pučkog pokreta protiv članstva u Europskoj zajednici i Europskog slobodnog saveza u Europskom parlamentu","Skupina Mavrica: Federacija zelenih alternativnih evropskih povezav, Agelev-Ecolo, dansko ljudsko gibanje proti članstvu v Evropski skupnosti","Grupa Tecza: Federacja Europejskiej Lewicy Zielonej Alternatywy, Agelev-Ecolo, Dunskiego Ludowego Ruchu Przeciwko Czlonkostwu we Wspólnocie Europejskiej","Regenbogen-Fraktion: Föderation von: Grün-Alternatives europäisches Bündnis, Agalev-Ecolo, Dänische Volksbewegung gegen die Mitgliedschaft der Europäischen Gemeinschaft, Europäische Freie Allianz im Europäischen Parlament","Grupul„Arc-en-ciel”: Federația Alianța Verzi-Alternativa Europeană, Agalev-Ecolo, Mișcarea Populară daneză împotriva apartenenței la Comunitatea Europeană și Alianța Liberă europeană din Parlamentul European","Gruppo ""Arcobaleno"": Federazione delle Alleanze verde-Alternativa europea, d'Agalev-Ecolo, del Movimento popolare danese contro l'appartenenza alla Comunità europea, e dell'Alleanza libera europea al Parlamento europeo","Grupo Arco-íris: Federação da Aliança Alternativa-Verde Europeia, de Agalev-Ecolo, do Movimento Popular Dinamarquês contra a Integração na Comunidade Europeia e da Aliança Livre Europeia no Parlamento Europeu","Grupo Arco Iris: Federación de la Alianza Alternativa-Verde Europea, del Agalev-Ecolo, del Movimiento Popular Danés contra la Pertenencia a la Comunidad Europea y de la Alianza Libre Europa en el seno del Parlamento Europeo","Groupe arc-en-ciel: Fédération de l'Alliance verte-Alternative européenne, d'Agalev-Ecolo, du Mouvement poupulaire danois contre l'appartenence à la Communauté européenne, et de l'Alliance libre européenne au sein du Parlement européen","An Grúpa Bogha Ceatha, Cónaidhm na Nasc Eorpach Glas-Ailtéarnachta, Agelev-Ecolo, Gluaiseacht Phobal na Danmhairge i gcoinne comhaltais sa Chomhphobal Eorpach agus Grúpa na Saor-Chomhghuaillíochta Eorpaí i bParlaimint na hEorpa","Ομάδα ""Ουράνιο Τόξο"": Ομοσπονδία του Ευρωπαϊκού Συνασπισμού Πράσινων και Εναλλακτικών, του Agalev-Ecolo, του Λαΐκού Κινήματος Δανίας ενάντια στη Συμμετοχή στην Ευρωπαϊκή Κοινότητα, και της Ελεύθερης Ευρωπαϊκής Συμμαχίαςμ στα πλαίσια του Ευρωπαϊκού Κοινοβουλίου","Група Дъга: Федерация на Зеления алианс- Европейска алтернатива, Агалев-Еколо, Датското народно движение срещу членство в Европейската общност и Европейски свободен алианс в Европейския парламент"
http://data.europarl.europa.eu/org/group/Renew-5704,2019-07-01,2019-07-01,2099-12-30,90199,Renew,Renew Europe Group,Renew Europe képviselőcsoport,Uueneva Euroopa fraktsioon,Uudistuva Eurooppa - ryhmä,skupina Renew Europe,skupina Renew Europe,Frakcija „Renew Europe“,“Renew Europe”,Grupp Renew Europe,Renew Europe Group,Gruppen Renew Europe,Fractie Renew Europe,Renew Europe Group,Klub zastupnika Renew Europe,skupina Renew Europe,Grupa Renew Europe,Fraktion Renew Europe,Grupul Renew Europe,Gruppo Renew Europe,Grupo Renew Europe,Grupo Renew Europe,Groupe Renew Europe,Grúpa Renew Europe,Ομάδα Renew Europe,група „Renew Europe“
http://data.europarl.europa.eu/org/group/S-496,1953-06-22,1953-06-22,1979-07-15,934,S,Socialist Group,Szocialista Csoport,Sotsialistide fraktsioon,Sosiaalidemokraattisen puolueen ryhmä,Socialistická skupina,Skupina socialistov,Socialistu grupe,Socialistu grupa,Grupp Socjalista,Socialist Group,Den socialistiske gruppe,Socialistische Fractie,Socialistgruppen,Klub zastupnika socijalista,Skupina socialistov,Grupa Socjalistów,Sozialistische Fraktion,Grupul Socialist,Gruppo socialista,Grupo Socialista,Grupo Socialista,Groupe socialiste,An Grúpa Sóisialach,Σoσιαλιστική Ομάδα,Група на социалистите
http://data.europarl.europa.eu/org/group/S-485,1979-07-16,1979-07-16,1993-04-19,797,S,Socialist Group,Szocialista Csoport,Sotsialistide fraktsioon,Sosiaalidemokraattisen puolueen ryhmä,Skupina socialistů,Skupina socialistov,Socialistu grupe,Socialistu grupa,Grupp Socjalista,Socialist Group,Den Socialistiske Gruppe,Socialistische Fractie,Socialistgruppen,Klub zastupnika socijalista,Skupina socialistov,Grupa Socjalistów,Sozialistische Fraktion,Grupul Socialist,Gruppo socialista,Grupo Socialista,Grupo Socialista,Groupe socialiste,An Grúpa Sóisialach,Σοσιαλιστική Ομάδα,Група на социалистите
http://data.europarl.europa.eu/org/group/PSE-1534,2004-07-19,2004-07-19,2009-07-12,78699,PSE,Socialist Group in the European Parliament,az Európai Parlament Szocialista Képviselőcsoportja,Euroopa Parlamendi Sotsiaaldemokraatide fraktsioon,Euroopan parlamentin sosialidemokraattinen ryhmä,Skupina sociálních demokratů v Evropském parlamentu,Socialistická skupina v Európskom parlamente,Socialistų frakcija Europos Parlamente,Sociāldemokrātu grupa Eiropas Parlamentā,Grupp Soċjalista fil-Parlament Ewropew,Socialist Group in the European Parliament,De Europæiske Socialdemokraters Gruppe,Sociaal-democratische Fractie in het Europees Parlement,Socialdemokratiska gruppen i Europaparlamentet,Klub socijalista u Europskom parlamentu,Skupina socialdemokratov v Evropskem parlamentu,Grupa Socjalistyczna w Parlamencie Europejskim,Sozialdemokratische Fraktion im Europäischen Parlament,Grupul Socialist din Parlamentul European,Gruppo socialista al Parlamento europeo,Grupo Socialista no Parlamento Europeu,Grupo Socialista en el Parlamento Europeo,Groupe socialiste au Parlement européen,An Grúpa Sóisialach i bParlaimint na hEorpa,Σοσιαλιστική Ομάδα στο Ευρωπαϊκό Κοινοβούλιο,Група на социалистите в Европейския парламент
http://data.europarl.europa.eu/org/group/CTDI-504,1987-09-16,1987-09-16,1987-11-16,989,CTDI,Technical Coordination and Defence of Independent Groups and Members,Független Csoportok és Tagok Technikai Koordinációja és Védelme,Tehniline koordinatsioon ja sõltumatute fraktsioonide ja liikmete kaitse,Itsenäisten ryhmien ja jäsenten tekninen koordinaatioryhmä,Skupiny a členové technické koordinace a obhajoby nezávislých,Technická koordinácia a obrana nezávislých skupín a clenov,Techninis koordinavimas ir nepriklausomu grupiu ir nariu gynimas,Neatkarigo grupu un delegatu tehniska koordinacija un aizsardziba,Koordinazzjoni Teknika u Harsien ta’ Gruppi u Membri Indipendenti,Technical Coordination and Defence of Independent Groups and Members,Gruppen for Teknisk Koordinering of Forsvar af Uafhængige Grupper og Medlemmer,Fractie technische coördinatie en verdediging van onafhankelijke groepen en leden,Teknisk samordning och försvar av oberoende grupper och ledamöter,Tehnička koordinacija i obrana nezavisnih skupina i zastupnika,Tehnična koordinacija in obramba neodvisnih skupin in poslancev,Koordynacja techniczna i obrona niezaleznych grup oraz poslów,Fraktion für die technische Koordinierung und Verteidigung der unabhängigen Gruppen und Mitglieder,Grupul de coordonare tehnică și apărare a grupurilor politice și a deputaților neafiliați,Gruppo di coordinamento tecnico e di difesa dei gruppi e dei deputati indipendenti,Grupo de Coordenação Técnica e de Defesa dos Grupos e dos Deputados Independentes,Grupo de Coordinación Técnica y Defensa de los Grupos y Diputados Independientes,Groupe de coordination technique et de défense des groupes et des députés indépendants,Comhordú Teicniúil agus Cosaint Grúpaí agus Comhaltaí Neamhspleácha,Ομάδα Τεχνικού Συντονισμού και Προασπίσεως των Ανεξαρτήτων Ομάδων και Βουλευτών,Група за техническа координация и охрана на групите и независимите членове на Парламента
http://data.europarl.europa.eu/org/group/TDI-993,1999-07-19,1999-07-19,2001-10-01,982,TDI,Technical Group of Independent Members - mixed group,Független Tagok Technikai Csoportja – vegyes csoport,Sõltumatute liikmete tehniline fraktsioon - segafraktsioon,Riippumattomien jäsenten tekninen ryhmä (sekaryhmä),Technická skupina nezávislých poslanců – smíšená skupina,Technická skupina nezávislých clenov – zmiešaná skupina,Technine nepriklausomu nariu grupe – mišri grupe,Neatkarigo deputatu tehniska grupa – jaukta grupa,Grupp Tekniku ta’ Membri Indipendenti - grupp imhallat,Technical Group of Independent Members - mixed group,Den Tekniske Gruppe for Uafhængige Medlemmer - blandet gruppe,Technische Fractie van Onafhankelijke Leden - Gemengde Fractie,Tekniska gruppen för oberoende ledamöter - blandad grupp,Tehnički klub nezavisnih zastupnika – miješani klub zastupnika,Tehnična skupina neodvisnih poslancev – mešana skupina,Techniczna grupa niezaleznych poslów – grupa mieszana,Technische Fraktion der unabhängigen Abgeordneten - gemischte Fraktion,Grupul tehnic al deputaților neafiliați-grup mixt,Gruppo tecnico dei deputati indipendenti - Gruppo misto,Grupo Técnico dos Deputados Independentes - Grupo Misto,Grupo Técnico de Diputados Independientes - Grupo Mixto,Groupe technique des députés indépendants - groupe mixte,Grúpa Teicniúil Eite Feisirí Neamhspleácha - grúpa measctha,Ομάδα Τεχvικoύ Συvτovισμoύ τωv Αvεξαρτήτωv Βoυλευτώv - Μικτή Ομάδα,Техническа група на независимите членове на Парламента - смесена група
http://data.europarl.europa.eu/org/group/DR-491,1989-07-24,1989-07-24,1994-07-17,988,DR,Technical Group of the European Right,Az Európai Jobboldal Technikai Csoportja,Euroopa parempoolsete tehniline fraktsioon,Euroopan oikeistopuolueen tekninen ryhmä,Technická skupina Evropské pravice,Technická skupina Európskej pravice,Europos dešiniuju technine grupe,Eiropas Tiesibu tehniska grupa,Grupp Tekniku tal-Lemin Ewropew,Technical Group of the European Right,De Europæiske Højrepartiers Tekniske Gruppe,Technische Fractie Europees Rechts,Europeiska högerns tekniska grupp,Tehnički klub zastupnika europske desnice,Tehnična skupina evropske desnice,Grupa Techniczna Prawicy Europejskiej,Technische Fraktion der Europäischen Rechten,Grupul tehnic al liniilor europene,Gruppo tecnico delle destre europee,Grupo Técnico das Direitas Europeias,Grupo Técnico de Derechas Europeas,Groupe technique des droites européennes,Grúpa Teicniúil Eite Dheis na hEorpa,Ομάδα Τεχνικού Συντονισμού των Κομμάτων της Ευρωπαϊκής Δεξιάς,Техническа група на европейската десница
http://data.europarl.europa.eu/org/group/V-493,1989-07-18,1989-07-18,1999-07-18,973,V,The Green Group in the European Parliament,Zöldek az Európai Parlamentben,Roheliste fraktsioon Euroopa Parlamendis,Euroopan parlamentin vihreä ryhmä,Zelená skupina v Evropském parlamentu,Skupina zelených v Európskom parlamente,Žaliuju grupe Europos Parlamente,Zalie Eiropas Parlamenta,Il-Grupp tal-Hodor fil-Parlament Ewropew,The Green Group in the European Parliament,Gruppen De Grønne i Europa-Parlamentet,Fractie De Groenen in het Europees Parlement,Gruppen De gröna i Europaparlamentet,Klub zastupnika zelenih u Europskom parlamentu,Skupina Zelenih v Evropskem parlamentu,Grupa Zielonych w Parlamencie Europejskim,Fraktion DIE GRÜNEN im Europäischen Parlament,Grupul Verzilor din Parlamentul European,Gruppo Verde al Parlamento europeo,Grupo dos Verdes no Parlamento Europeu,Grupo de los Verdes en el Parlamento Europeo,Groupe des Verts au Parlement européen,An Grúpa Glas i bParlaimint na hEorpa,Ομάδα των Πρασίνων στο Ευρωπαϊκό Κοινοβούλιο,Група на Зелените в Европейския парламент
http://data.europarl.europa.eu/org/group/UEN-990,1999-07-19,1999-07-19,2004-07-18,970,UEN,Union for Europe of the Nations Group,az Unió a Nemzetek Európájáért képviselőcsoportja,fraktsioon Liit Rahvusriikide Euroopa eest,Unioni kansakuntien Euroopan puolesta -ryhmä,Skupina Unie pro Evropu národů,Skupina Únie za Európu národov,Sąjungos už tautų Europą frakcija,Nāciju Eiropas grupa,Grupp ta' l-Unjoni għal Ewropa tan-Nazzjonijiet,Union for Europe of the Nations Group,Gruppen Union for Nationernes Europa,Fractie Unie voor een Europa van Nationale Staten,Gruppen Unionen för nationernas Europa,Klub zastupnika Unija za Europu naroda,Skupina združenje za Evropo narodov,Grupa Unii na rzecz Europy Narodów,Fraktion Union für das Europa der Nationen,Grupul Uniunea pentru Europa națiunilor,"Gruppo ""Unione per l'Europa delle nazioni""",Grupo União para a Europa das Nações,Grupo Unión por la Europa de las Naciones,Groupe Union pour l'Europe des nations,An Grúpa d'Aontas d'Eoraip na Náisiún,Ομάδα ΄Εvωση για τηv Ευρώπη τωv Εθvώv,Група на Съюза за Европа на нациите
http://data.europarl.europa.eu/org/group/UEN-1539,2004-07-19,2004-07-19,2009-07-12,95599,UEN,Union for Europe of the Nations Group,a Nemzetek Európájáért Unió Képviselőcsoportja,Fraktsioon Liit Rahvusriikide Euroopa eest,Unioni kansakuntien Euroopan puolesta -ryhmä,Skupina Unie pro Evropu národů,Skupina Únie za Európu národov,Sąjungos už tautų Europą frakcija,Nāciju Eiropas grupa,Grupp ta' l-Unjoni għal Ewropa tan-Nazzjonijiet,Union for Europe of the Nations Group,Gruppen Union for Nationernes Europa,Fractie Unie voor een Europa van Nationale Staten,Gruppen Unionen för nationernas Europa,Klub zastupnika Unija za Europu naroda,Skupina združenje za Evropo narodov,Grupa Unii na rzecz Europy Narodów,Fraktion Union für das Europa der Nationen,Grupul Uniunea pentru Europa Națiunilor,"Gruppo ""Unione per l'Europa delle nazioni""",Grupo União para a Europa das Nações,Grupo Unión por la Europa de las Naciones,Groupe Union pour l'Europe des Nations,An Grúpa d'Aontas d'Eoraip na Náisiún,Ομάδα Έvωση για τηv Ευρώπη τωv Εθvώv,Група на Съюза за Европа на нациите
