Vote,Date,VoteNumber,VoteTitle,ResultFor,ResultAgainst,ResultAbstention
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/83,2019-03-26,83,A8-0170/2019 -  Jeppe Kofod et  Luděk Niedermayer - Am 50 26/03/2019 13:26:06.000,319,317,23
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/84,2019-03-26,84,A8-0170/2019 -  Jeppe Kofod et  Luděk Niedermayer - Résolution 26/03/2019 13:26:39.000,505,63,87
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/85,2019-03-26,85,A8-0147/2019 -  Doru-Claudian Frunzulică - Am 1 26/03/2019 13:27:16.000,190,443,15
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/86,2019-03-26,86,A8-0147/2019 -  Doru-Claudian Frunzulică - Am 3 26/03/2019 13:27:31.000,264,352,30
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/87,2019-03-26,87,A8-0147/2019 -  Doru-Claudian Frunzulică - Recommandation 26/03/2019 13:28:22.000,393,132,81
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/88,2019-03-26,88,A8-0110/2019 -  Inés Ayala Sender - Décision 26/03/2019 17:03:19.000,349,158,3
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/89,2019-03-26,89,A8-0110/2019 -  Inés Ayala Sender - Am 2 26/03/2019 17:04:14.000,290,227,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/90,2019-03-26,90,A8-0110/2019 -  Inés Ayala Sender - Am 3 26/03/2019 17:06:44.000,404,161,47
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/91,2019-03-26,91,A8-0110/2019 -  Inés Ayala Sender - Am 7 26/03/2019 17:07:26.000,100,371,144
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/92,2019-03-26,92,A8-0110/2019 -  Inés Ayala Sender - Am 9 26/03/2019 17:07:39.000,94,418,107
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/93,2019-03-26,93,A8-0110/2019 -  Inés Ayala Sender - Am 28 26/03/2019 17:07:52.000,313,246,67
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/94,2019-03-26,94,A8-0110/2019 -  Inés Ayala Sender - Am 29 26/03/2019 17:10:17.000,348,225,58
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/95,2019-03-26,95,A8-0110/2019 -  Inés Ayala Sender - Résolution 26/03/2019 17:10:33.000,449,152,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/96,2019-03-26,96,A8-0088/2019 -  Inés Ayala Sender - Résolution 26/03/2019 17:18:17.000,503,103,37
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/97,2019-03-26,97,A8-0107/2019 -  Marco Valli - Résolution 26/03/2019 17:18:44.000,504,119,14
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/98,2019-03-26,98,A8-0108/2019 -  Claudia Schmidt - Décision 26/03/2019 17:21:18.000,485,139,8
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/99,2019-03-26,99,A8-0108/2019 -  Claudia Schmidt - Am 14/1 26/03/2019 17:21:38.000,216,409,14
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/100,2019-03-26,100,A8-0108/2019 -  Claudia Schmidt - Am 14/2 26/03/2019 17:21:53.000,185,433,10
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/101,2019-03-26,101,A8-0108/2019 -  Claudia Schmidt - Am 15 26/03/2019 17:22:07.000,141,460,31
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/102,2019-03-26,102,A8-0108/2019 -  Claudia Schmidt - Am 1 26/03/2019 17:22:20.000,371,262,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/103,2019-03-26,103,A8-0108/2019 -  Claudia Schmidt - Am 34 26/03/2019 17:23:23.000,113,451,64
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/104,2019-03-26,104,A8-0108/2019 -  Claudia Schmidt - Am 23 26/03/2019 17:23:38.000,296,318,20
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/105,2019-03-26,105,A8-0108/2019 -  Claudia Schmidt - Am 16/1 26/03/2019 17:23:57.000,416,192,31
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/106,2019-03-26,106,A8-0108/2019 -  Claudia Schmidt - Am 16/2 26/03/2019 17:24:12.000,411,205,15
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/107,2019-03-26,107,A8-0108/2019 -  Claudia Schmidt - § 40 26/03/2019 17:24:31.000,486,116,29
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/108,2019-03-26,108,A8-0108/2019 -  Claudia Schmidt - § 41 26/03/2019 17:24:48.000,497,111,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/109,2019-03-26,109,A8-0108/2019 -  Claudia Schmidt - § 42 26/03/2019 17:25:04.000,503,112,21
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/110,2019-03-26,110,A8-0108/2019 -  Claudia Schmidt - § 43 26/03/2019 17:25:19.000,497,110,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/111,2019-03-26,111,A8-0108/2019 -  Claudia Schmidt - § 44 26/03/2019 17:25:34.000,409,169,50
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/112,2019-03-26,112,A8-0108/2019 -  Claudia Schmidt - Am 35 26/03/2019 17:25:57.000,107,478,55
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/113,2019-03-26,113,A8-0108/2019 -  Claudia Schmidt - Am 24/1 26/03/2019 17:26:12.000,412,190,36
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/114,2019-03-26,114,A8-0108/2019 -  Claudia Schmidt - Am 24/2 26/03/2019 17:26:27.000,170,408,42
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/115,2019-03-26,115,A8-0108/2019 -  Claudia Schmidt - Am 36 26/03/2019 17:26:40.000,139,477,18
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/116,2019-03-26,116,A8-0108/2019 -  Claudia Schmidt - Am 37 26/03/2019 17:27:00.000,73,527,37
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/117,2019-03-26,117,A8-0108/2019 -  Claudia Schmidt - Am 32 26/03/2019 17:27:14.000,595,13,23
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/118,2019-03-26,118,A8-0108/2019 -  Claudia Schmidt - Am 46 26/03/2019 17:27:36.000,375,210,46
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/119,2019-03-26,119,A8-0108/2019 -  Claudia Schmidt - Am 25 26/03/2019 17:28:01.000,167,441,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/120,2019-03-26,120,A8-0108/2019 -  Claudia Schmidt - Am 33 26/03/2019 17:29:34.000,393,221,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/121,2019-03-26,121,A8-0108/2019 -  Claudia Schmidt - Am 44 26/03/2019 17:29:48.000,260,284,87
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/122,2019-03-26,122,A8-0108/2019 -  Claudia Schmidt - Am 4 26/03/2019 17:30:06.000,301,306,30
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/123,2019-03-26,123,A8-0108/2019 -  Claudia Schmidt - Am 5 26/03/2019 17:31:40.000,374,246,16
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/124,2019-03-26,124,A8-0108/2019 -  Claudia Schmidt - Am 6/1 26/03/2019 17:31:57.000,332,256,41
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/125,2019-03-26,125,A8-0108/2019 -  Claudia Schmidt - Am 6/2 26/03/2019 17:32:11.000,327,251,42
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/126,2019-03-26,126,A8-0108/2019 -  Claudia Schmidt - Am 6/3 26/03/2019 17:32:25.000,322,244,59
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/127,2019-03-26,127,A8-0108/2019 -  Claudia Schmidt - Am 7 26/03/2019 17:32:40.000,428,191,16
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/128,2019-03-26,128,A8-0108/2019 -  Claudia Schmidt - Am 8 26/03/2019 17:32:54.000,250,346,33
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/129,2019-03-26,129,A8-0108/2019 -  Claudia Schmidt - Am 26 26/03/2019 17:33:08.000,339,260,29
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/130,2019-03-26,130,A8-0108/2019 -  Claudia Schmidt - Am 19 26/03/2019 17:33:21.000,239,360,32
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/131,2019-03-26,131,A8-0108/2019 -  Claudia Schmidt - § 109/1 26/03/2019 17:33:38.000,510,64,54
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/132,2019-03-26,132,A8-0108/2019 -  Claudia Schmidt - § 109/2 26/03/2019 17:33:52.000,363,186,83
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/133,2019-03-26,133,A8-0108/2019 -  Claudia Schmidt - Am 20 26/03/2019 17:34:07.000,99,458,76
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/134,2019-03-26,134,A8-0108/2019 -  Claudia Schmidt - Am 39 26/03/2019 17:36:32.000,138,452,42
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/135,2019-03-26,135,A8-0108/2019 -  Claudia Schmidt - Am 30rev 26/03/2019 17:36:45.000,414,192,23
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/136,2019-03-26,136,A8-0108/2019 -  Claudia Schmidt - Am 21 26/03/2019 17:37:04.000,157,436,42
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/137,2019-03-26,137,A8-0108/2019 -  Claudia Schmidt - Am 29 26/03/2019 17:37:45.000,297,260,78
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/138,2019-03-26,138,A8-0108/2019 -  Claudia Schmidt - Résolution 26/03/2019 17:38:03.000,464,144,33
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/139,2019-03-26,139,A8-0096/2019 -  Arndt Kohn - Résolution 26/03/2019 17:38:35.000,588,29,14
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/140,2019-03-26,140,A8-0098/2019 -  Arndt Kohn - Résolution 26/03/2019 17:38:54.000,518,107,11
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/141,2019-03-26,141,A8-0097/2019 -  Arndt Kohn - Résolution 26/03/2019 17:39:14.000,519,94,24
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/142,2019-03-26,142,A8-0100/2019 -  Arndt Kohn - Résolution 26/03/2019 17:39:51.000,510,124,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/143,2019-03-26,143,A8-0101/2019 -  Arndt Kohn - Am 1 26/03/2019 17:40:24.000,174,392,73
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/144,2019-03-26,144,A8-0101/2019 -  Arndt Kohn - Résolution 26/03/2019 17:40:39.000,508,125,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/145,2019-03-26,145,A8-0109/2019 -  Arndt Kohn - Résolution 26/03/2019 17:41:19.000,489,140,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/146,2019-03-26,146,A8-0099/2019 -  Arndt Kohn - Résolution 26/03/2019 17:42:05.000,529,97,11
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/147,2019-03-26,147,A8-0116/2019 -  Arndt Kohn - Résolution 26/03/2019 17:42:28.000,508,126,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/148,2019-03-26,148,A8-0140/2019 -  Petri Sarvamaa - Am 7/1 26/03/2019 17:43:10.000,374,196,64
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/149,2019-03-26,149,A8-0140/2019 -  Petri Sarvamaa - Am 7/2 26/03/2019 17:43:22.000,185,353,87
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/150,2019-03-26,150,A8-0140/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:43:58.000,489,121,29
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/151,2019-03-26,151,A8-0113/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:44:19.000,509,122,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/152,2019-03-26,152,A8-0114/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:44:42.000,507,124,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/153,2019-03-26,153,A8-0122/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:45:15.000,506,124,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/154,2019-03-26,154,A8-0119/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:45:35.000,497,124,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/155,2019-03-26,155,A8-0121/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:45:59.000,510,118,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/156,2019-03-26,156,A8-0120/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:46:20.000,506,107,19
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/157,2019-03-26,157,A8-0123/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:46:48.000,597,20,15
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/158,2019-03-26,158,A8-0124/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:47:09.000,490,119,20
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/159,2019-03-26,159,A8-0134/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:47:31.000,510,116,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/160,2019-03-26,160,A8-0125/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:48:22.000,509,125,1
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/161,2019-03-26,161,A8-0127/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:48:47.000,508,124,1
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/162,2019-03-26,162,A8-0133/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:49:07.000,497,133,3
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/163,2019-03-26,163,A8-0128/2019 -  Petri Sarvamaa - Am 1 26/03/2019 17:49:33.000,391,184,53
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/164,2019-03-26,164,A8-0128/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:49:48.000,496,132,4
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/165,2019-03-26,165,A8-0150/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:50:46.000,491,130,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/166,2019-03-26,166,A8-0137/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:51:09.000,507,126,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/167,2019-03-26,167,A8-0152/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:51:34.000,508,118,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/168,2019-03-26,168,A8-0135/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:52:05.000,492,121,24
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/169,2019-03-26,169,A8-0139/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:52:26.000,513,121,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/170,2019-03-26,170,A8-0130/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:52:47.000,495,120,11
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/171,2019-03-26,171,A8-0129/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:53:09.000,494,127,13
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/172,2019-03-26,172,A8-0158/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:53:52.000,498,131,3
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/173,2019-03-26,173,A8-0141/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:54:13.000,488,116,23
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/174,2019-03-26,174,A8-0131/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:54:31.000,512,120,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/175,2019-03-26,175,A8-0145/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:54:56.000,496,107,35
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/176,2019-03-26,176,A8-0138/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:55:16.000,501,127,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/177,2019-03-26,177,A8-0132/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:55:35.000,510,107,13
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/178,2019-03-26,178,A8-0143/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:55:56.000,496,128,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/179,2019-03-26,179,A8-0155/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:56:14.000,507,105,21
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/180,2019-03-26,180,A8-0154/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:56:37.000,493,100,38
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/181,2019-03-26,181,A8-0136/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:56:58.000,495,131,4
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/182,2019-03-26,182,A8-0153/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:57:23.000,470,131,30
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/183,2019-03-26,183,A8-0142/2019 -  Petri Sarvamaa - Résolution 26/03/2019 17:57:43.000,497,119,10
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/184,2019-03-26,184,A8-0103/2019 -  Martina Dlabajová - Résolution 26/03/2019 17:58:06.000,504,120,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/185,2019-03-26,185,A8-0095/2019 -  Martina Dlabajová - Résolution 26/03/2019 17:58:25.000,499,108,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/186,2019-03-26,186,A8-0102/2019 -  Martina Dlabajová - Résolution 26/03/2019 17:58:50.000,436,181,17
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/187,2019-03-26,187,A8-0105/2019 -  Martina Dlabajová - Résolution 26/03/2019 17:59:12.000,505,119,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/188,2019-03-26,188,A8-0104/2019 -  Martina Dlabajová - Résolution 26/03/2019 17:59:33.000,505,115,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/189,2019-03-26,189,A8-0126/2019 -  Martina Dlabajová - Résolution 26/03/2019 17:59:58.000,439,175,12
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/190,2019-03-26,190,A8-0118/2019 -  Martina Dlabajová - Résolution 26/03/2019 18:00:19.000,489,122,6
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190326/191,2019-03-26,191,A8-0163/2019 -  Martina Dlabajová - Résolution 26/03/2019 18:00:45.000,449,115,3
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/1,2019-03-27,1,A8-0085/2019 -  Iskra Mihaylova - Vote unique 27/03/2019 12:52:03.000,577,56,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/2,2019-03-27,2,A8-0117/2019 -  Miguel Viegas - Vote unique 27/03/2019 12:52:26.000,601,35,29
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/3,2019-03-27,3,A8-0112/2019 -  Iskra Mihaylova - Vote unique 27/03/2019 12:52:49.000,567,15,87
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/4,2019-03-27,4,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 537 27/03/2019 12:55:11.000",133,520,17
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/5,2019-03-27,5,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 538 27/03/2019 12:55:23.000",121,521,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/6,2019-03-27,6,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 539 27/03/2019 12:55:40.000",95,555,19
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/7,2019-03-27,7,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 540 27/03/2019 12:55:52.000",76,549,42
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/8,2019-03-27,8,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 542 27/03/2019 12:56:35.000",96,536,34
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/9,2019-03-27,9,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 543 27/03/2019 12:56:46.000",90,540,39
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/10,2019-03-27,10,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 544 27/03/2019 12:57:01.000",146,499,25
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/11,2019-03-27,11,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 545D 27/03/2019 12:57:12.000",132,531,4
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/12,2019-03-27,12,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 546 27/03/2019 12:57:28.000",131,525,11
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/13,2019-03-27,13,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 548D 27/03/2019 12:57:54.000",143,522,1
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/14,2019-03-27,14,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 549D 27/03/2019 12:58:09.000",143,525,1
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/15,2019-03-27,15,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Am 550D 27/03/2019 12:58:25.000",143,520,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/16,2019-03-27,16,"A8-0173/2019 -  Pier Antonio Panzeri,  Cristian Dan Preda,  Frank Engel et  Charles Goerens - Proposition de la Commission 27/03/2019 12:59:28.000",420,146,102
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/17,2019-03-27,17,A8-0174/2019 -  José Ignacio Salafranca Sánchez-Neyra et  Knut Fleckenstein - Am 130 27/03/2019 13:00:57.000,92,549,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/18,2019-03-27,18,A8-0174/2019 -  José Ignacio Salafranca Sánchez-Neyra et  Knut Fleckenstein - Proposition de la Commission 27/03/2019 13:02:49.000,513,97,45
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/19,2019-03-27,19,A8-0015/2018 -  Babette Winter et  Kay Swinburne - Vote unique 27/03/2019 17:05:19.000,486,42,69
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/20,2019-03-27,20,A8-0364/2018 -  Ashley Fox - Vote unique 27/03/2019 17:05:40.000,474,121,10
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/21,2019-03-27,21,A8-0362/2018 -  Caroline Nagtegaal - Vote unique 27/03/2019 17:06:00.000,516,57,36
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/22,2019-03-27,22,A8-0094/2019 -  Andrea Cozzolino - Am 210 27/03/2019 17:06:26.000,66,541,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/23,2019-03-27,23,A8-0094/2019 -  Andrea Cozzolino - Am 3 27/03/2019 17:06:51.000,487,101,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/24,2019-03-27,24,A8-0094/2019 -  Andrea Cozzolino - Am 4/2 27/03/2019 17:07:09.000,314,296,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/25,2019-03-27,25,A8-0094/2019 -  Andrea Cozzolino - Am 19/3 27/03/2019 17:07:42.000,280,323,18
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/26,2019-03-27,26,A8-0094/2019 -  Andrea Cozzolino - Am 20 27/03/2019 17:07:54.000,452,118,48
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/27,2019-03-27,27,A8-0094/2019 -  Andrea Cozzolino - Am 41/1 27/03/2019 17:08:06.000,545,52,25
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/28,2019-03-27,28,A8-0094/2019 -  Andrea Cozzolino - Am 41/2 27/03/2019 17:08:16.000,435,142,43
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/29,2019-03-27,29,A8-0094/2019 -  Andrea Cozzolino - Am 43/2 27/03/2019 17:08:31.000,499,95,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/30,2019-03-27,30,A8-0094/2019 -  Andrea Cozzolino - Am 54/2 27/03/2019 17:08:50.000,314,294,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/31,2019-03-27,31,A8-0094/2019 -  Andrea Cozzolino - Am 82 27/03/2019 17:09:52.000,287,322,13
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/32,2019-03-27,32,A8-0094/2019 -  Andrea Cozzolino - Am 98 27/03/2019 17:10:12.000,405,197,18
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/33,2019-03-27,33,A8-0094/2019 -  Andrea Cozzolino - Am 101/1 27/03/2019 17:10:24.000,521,72,24
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/34,2019-03-27,34,A8-0094/2019 -  Andrea Cozzolino - Am 101/2 27/03/2019 17:10:34.000,276,324,24
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/35,2019-03-27,35,A8-0094/2019 -  Andrea Cozzolino - Am 102 27/03/2019 17:10:45.000,473,139,12
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/36,2019-03-27,36,A8-0094/2019 -  Andrea Cozzolino - Am 226 27/03/2019 17:11:14.000,139,463,25
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/37,2019-03-27,37,A8-0094/2019 -  Andrea Cozzolino - Am 212 27/03/2019 17:11:43.000,298,310,17
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/38,2019-03-27,38,A8-0094/2019 -  Andrea Cozzolino - Am 234 27/03/2019 17:12:28.000,75,545,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190327/39,2019-03-27,39,A8-0094/2019 -  Andrea Cozzolino - Am 196=203= 27/03/2019 17:12:55.000,101,515,3
