Vote,Date,VoteNumber,VoteTitle,ResultFor,ResultAgainst,ResultAbstention
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/69,2019-02-13,69,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 332/2 13/02/2019 12:26:13.000,560,84,19
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/70,2019-02-13,70,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 340 13/02/2019 12:26:24.000,443,203,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/71,2019-02-13,71,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 346 13/02/2019 12:26:37.000,555,63,56
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/72,2019-02-13,72,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 352/1 13/02/2019 12:26:51.000,613,40,20
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/73,2019-02-13,73,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 352/2 13/02/2019 12:27:03.000,573,73,24
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/74,2019-02-13,74,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 398 13/02/2019 12:27:36.000,423,230,21
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/75,2019-02-13,75,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 400 13/02/2019 12:27:49.000,631,27,15
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/76,2019-02-13,76,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 401/2 13/02/2019 12:28:08.000,582,75,16
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/77,2019-02-13,77,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 401/3 13/02/2019 12:28:20.000,353,295,23
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/78,2019-02-13,78,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 405 13/02/2019 12:28:39.000,579,70,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/79,2019-02-13,79,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 406 13/02/2019 12:28:51.000,579,65,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/80,2019-02-13,80,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 456S 13/02/2019 12:29:19.000,112,540,20
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/81,2019-02-13,81,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 457 13/02/2019 12:29:37.000,60,578,38
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/82,2019-02-13,82,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 63 13/02/2019 12:29:49.000,619,38,19
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/83,2019-02-13,83,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 458S 13/02/2019 12:30:12.000,110,547,16
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/84,2019-02-13,84,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 102 13/02/2019 12:30:45.000,135,521,19
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/85,2019-02-13,85,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 428 13/02/2019 12:30:58.000,450,206,16
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/86,2019-02-13,86,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 103S 13/02/2019 12:31:12.000,506,130,34
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/87,2019-02-13,87,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 104 à 108 13/02/2019 12:31:30.000,499,141,34
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/88,2019-02-13,88,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - 425revS=444revS=448S=469S= 13/02/2019 12:31:49.000,372,300,3
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/89,2019-02-13,89,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 460S 13/02/2019 12:32:40.000,135,523,14
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/90,2019-02-13,90,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 462 13/02/2019 12:33:03.000,160,495,13
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/91,2019-02-13,91,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 433PC1 13/02/2019 12:33:22.000,180,488,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/92,2019-02-13,92,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 434PC1 13/02/2019 12:33:36.000,310,356,4
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/93,2019-02-13,93,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 170 13/02/2019 12:33:49.000,498,89,76
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/94,2019-02-13,94,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 171=434PC2= 13/02/2019 12:34:08.000,482,130,61
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/95,2019-02-13,95,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 172=433PC3=434PC3= 13/02/2019 12:34:28.000,611,40,25
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/96,2019-02-13,96,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 461S 13/02/2019 12:34:42.000,128,537,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/97,2019-02-13,97,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 435 13/02/2019 12:35:20.000,71,573,32
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/98,2019-02-13,98,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 342 13/02/2019 12:35:35.000,487,140,47
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/99,2019-02-13,99,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 436 13/02/2019 12:35:48.000,94,572,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/100,2019-02-13,100,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 426=470= 13/02/2019 12:37:12.000,289,372,13
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/101,2019-02-13,101,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 437 13/02/2019 12:37:45.000,114,548,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/102,2019-02-13,102,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 11S 13/02/2019 12:38:03.000,527,147,3
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/103,2019-02-13,103,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 442D=454S= 13/02/2019 12:38:36.000,109,549,17
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/104,2019-02-13,104,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 464S 13/02/2019 12:38:55.000,118,547,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/105,2019-02-13,105,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Am 455 13/02/2019 12:39:11.000,97,544,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/106,2019-02-13,106,A8-0043/2019 -  Andrey Novakov et  Constanze Krehl - Vote: proposition de la Commission 13/02/2019 12:39:52.000,460,170,47
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/107,2019-02-13,107,A8-0068/2019 -  Josef Weidenholzer et  Heidi Hautala - Am 57 13/02/2019 12:42:27.000,318,324,28
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/108,2019-02-13,108,A8-0068/2019 -  Josef Weidenholzer et  Heidi Hautala - Am 59/4 13/02/2019 12:43:00.000,325,322,21
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/109,2019-02-13,109,A8-0068/2019 -  Josef Weidenholzer et  Heidi Hautala - Vote: proposition de la Commission 13/02/2019 12:45:01.000,480,148,36
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/110,2019-02-13,110,A8-0427/2018 -  Ramón Jáuregui Atondo - Résolution 13/02/2019 12:47:47.000,407,196,41
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/111,2019-02-13,111,A8-0477/2018 -  Emil Radev - Vote unique 13/02/2019 17:05:20.000,554,26,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/112,2019-02-13,112,A8-0001/2019 -  Sergio Gaetano Cofferati - Vote unique 13/02/2019 17:05:42.000,563,27,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/113,2019-02-13,113,A8-0063/2019 -  Isabella De Monte - Vote unique 13/02/2019 17:06:06.000,578,5,18
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/114,2019-02-13,114,A8-0062/2019 -  Pavel Telička - Vote unique 13/02/2019 17:07:12.000,576,4,28
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/115,2019-02-13,115,A8-0061/2019 -  Kosma Złotowski - Vote unique 13/02/2019 17:08:47.000,603,3,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/116,2019-02-13,116,A8-0067/2019 -  José Ignacio Salafranca Sánchez-Neyra - Vote: procédure d'approbation 13/02/2019 17:09:48.000,556,18,41
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/117,2019-02-13,117,A8-0015/2019 -  Dominique Riquet - Vote: proposition de la Commission 13/02/2019 17:10:20.000,443,156,14
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/118,2019-02-13,118,A8-0035/2019 -  Dita Charanzová - Am 7/2 13/02/2019 17:10:58.000,396,195,23
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/119,2019-02-13,119,A8-0035/2019 -  Dita Charanzová - Am 22/2 13/02/2019 17:11:17.000,398,214,2
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/120,2019-02-13,120,A8-0035/2019 -  Dita Charanzová - Am 55 13/02/2019 17:11:31.000,255,323,36
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/121,2019-02-13,121,A8-0035/2019 -  Dita Charanzová - Am 56 13/02/2019 17:11:43.000,244,332,32
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/122,2019-02-13,122,A8-0035/2019 -  Dita Charanzová - Am 57 13/02/2019 17:11:55.000,237,354,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/123,2019-02-13,123,A8-0035/2019 -  Dita Charanzová - Am 58 13/02/2019 17:12:07.000,222,363,30
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/124,2019-02-13,124,A8-0035/2019 -  Dita Charanzová - Am 59 13/02/2019 17:12:24.000,250,356,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/125,2019-02-13,125,A8-0035/2019 -  Dita Charanzová - Am 60 13/02/2019 17:12:35.000,226,378,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/126,2019-02-13,126,A8-0035/2019 -  Dita Charanzová - Vote: proposition de la Commission 13/02/2019 17:12:48.000,562,36,19
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/127,2019-02-13,127,B8-0096/2019 - Am 9 13/02/2019 17:14:14.000,387,165,56
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/128,2019-02-13,128,B8-0096/2019 - § 5/1 13/02/2019 17:14:31.000,373,163,74
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/129,2019-02-13,129,B8-0096/2019 - § 6/1 13/02/2019 17:15:07.000,505,55,37
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/130,2019-02-13,130,B8-0096/2019 - § 6/2 13/02/2019 17:15:21.000,408,138,59
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/131,2019-02-13,131,B8-0096/2019 - § 7/2 13/02/2019 17:15:40.000,407,153,48
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/132,2019-02-13,132,B8-0096/2019 - § 10/1 13/02/2019 17:15:54.000,571,15,28
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/133,2019-02-13,133,B8-0096/2019 - § 10/2 13/02/2019 17:16:05.000,368,155,84
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/134,2019-02-13,134,B8-0096/2019 - § 10/3 13/02/2019 17:16:16.000,330,264,11
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/135,2019-02-13,135,B8-0096/2019 - § 12/1 13/02/2019 17:16:36.000,473,103,36
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/136,2019-02-13,136,B8-0096/2019 - § 12/2 13/02/2019 17:16:55.000,474,92,52
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/137,2019-02-13,137,B8-0096/2019 - Am 10 13/02/2019 17:17:07.000,416,185,15
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/138,2019-02-13,138,B8-0096/2019 - § 17/1 13/02/2019 17:17:20.000,487,71,59
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/139,2019-02-13,139,B8-0096/2019 - § 17/2 13/02/2019 17:17:31.000,225,371,16
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/140,2019-02-13,140,B8-0096/2019 - § 20/2 13/02/2019 17:17:58.000,393,155,62
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/141,2019-02-13,141,B8-0096/2019 - Am 1 13/02/2019 17:18:10.000,431,133,47
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/142,2019-02-13,142,B8-0096/2019 - Am 12 13/02/2019 17:18:22.000,310,236,66
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/143,2019-02-13,143,B8-0096/2019 - § 22 13/02/2019 17:18:45.000,390,178,44
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/144,2019-02-13,144,B8-0096/2019 - Am 14 13/02/2019 17:19:49.000,383,198,37
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/145,2019-02-13,145,B8-0096/2019 - Am 18 13/02/2019 17:21:30.000,236,347,32
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/146,2019-02-13,146,B8-0096/2019 - § 34 13/02/2019 17:21:42.000,348,201,63
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/147,2019-02-13,147,B8-0096/2019 - § 39/1 13/02/2019 17:22:33.000,381,176,49
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/148,2019-02-13,148,B8-0096/2019 - § 39/2 13/02/2019 17:22:45.000,360,198,49
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/149,2019-02-13,149,B8-0096/2019 - Am 20 13/02/2019 17:23:08.000,293,312,10
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/150,2019-02-13,150,B8-0096/2019 - Considérant M/1 13/02/2019 17:24:05.000,393,151,61
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/151,2019-02-13,151,B8-0096/2019 - Considérant M/2 13/02/2019 17:24:17.000,376,177,49
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/152,2019-02-13,152,B8-0096/2019 - Considérant M/3 13/02/2019 17:24:31.000,340,199,37
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/153,2019-02-13,153,B8-0096/2019 - Considérant M/4 13/02/2019 17:24:42.000,395,152,51
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/154,2019-02-13,154,B8-0096/2019 - Considérant M/5 13/02/2019 17:24:51.000,354,200,48
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/155,2019-02-13,155,B8-0096/2019 - Considérant P/1 13/02/2019 17:25:26.000,488,88,38
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/156,2019-02-13,156,B8-0096/2019 - Considérant P/2 13/02/2019 17:25:38.000,353,198,56
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/157,2019-02-13,157,B8-0096/2019 - Considérant Q/2 13/02/2019 17:26:14.000,383,149,74
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/158,2019-02-13,158,B8-0096/2019 - Considérant R/1 13/02/2019 17:26:26.000,438,107,62
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/159,2019-02-13,159,B8-0096/2019 - Considérant R/2 13/02/2019 17:26:37.000,387,146,70
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/160,2019-02-13,160,B8-0096/2019 - Résolution 13/02/2019 17:27:29.000,395,157,62
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/161,2019-02-13,161,B8-0097/2019 - Am 6 13/02/2019 17:27:58.000,338,221,47
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/162,2019-02-13,162,B8-0097/2019 - § 9/2 13/02/2019 17:28:20.000,407,145,43
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/163,2019-02-13,163,B8-0097/2019 - Am 4 13/02/2019 17:28:55.000,355,256,8
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/164,2019-02-13,164,B8-0097/2019 - Considérant P/2 13/02/2019 17:29:12.000,422,125,57
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/165,2019-02-13,165,B8-0071/2019 - Am 12/1 13/02/2019 17:30:26.000,274,306,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/166,2019-02-13,166,B8-0071/2019 - Am 12/2 13/02/2019 17:30:38.000,149,427,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/167,2019-02-13,167,B8-0071/2019 - Am 14S 13/02/2019 17:31:57.000,268,319,18
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/168,2019-02-13,168,B8-0071/2019 - Am 11 13/02/2019 17:33:48.000,211,359,32
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/169,2019-02-13,169,A8-0024/2019 -  Cecilia Wikström - Am 5 13/02/2019 17:35:29.000,181,417,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/170,2019-02-13,170,A8-0024/2019 -  Cecilia Wikström - § 8/1 13/02/2019 17:35:41.000,549,22,35
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/171,2019-02-13,171,A8-0024/2019 -  Cecilia Wikström - § 8/2 13/02/2019 17:35:51.000,446,131,24
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/172,2019-02-13,172,A8-0024/2019 -  Cecilia Wikström - § 8/3 13/02/2019 17:36:01.000,430,144,20
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/173,2019-02-13,173,A8-0024/2019 -  Cecilia Wikström - Am 8 13/02/2019 17:36:52.000,27,544,29
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/174,2019-02-13,174,A8-0024/2019 -  Cecilia Wikström - Am 17 13/02/2019 17:37:37.000,308,292,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/175,2019-02-13,175,A8-0024/2019 -  Cecilia Wikström - Am 19 13/02/2019 17:37:48.000,148,450,6
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190213/176,2019-02-13,176,A8-0024/2019 -  Cecilia Wikström - Résolution 13/02/2019 17:39:30.000,456,49,91
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/1,2019-02-14,1,RC-B8-0110/2019 - Am 7 14/02/2019 12:04:10.000,70,481,14
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/2,2019-02-14,2,RC-B8-0110/2019 - Am 9 14/02/2019 12:04:26.000,67,483,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/3,2019-02-14,3,RC-B8-0110/2019 - Am 10 14/02/2019 12:04:37.000,51,502,28
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/4,2019-02-14,4,RC-B8-0111/2019 - § 27/2 14/02/2019 12:05:38.000,338,239,19
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/5,2019-02-14,5,RC-B8-0111/2019 - § 28/1 14/02/2019 12:05:53.000,456,99,38
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/6,2019-02-14,6,RC-B8-0111/2019 - § 28/2 14/02/2019 12:06:03.000,329,227,31
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/7,2019-02-14,7,RC-B8-0111/2019 - § 28/3 14/02/2019 12:06:13.000,480,86,30
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/8,2019-02-14,8,RC-B8-0111/2019 - Résolution 14/02/2019 12:06:23.000,517,10,70
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/9,2019-02-14,9,A8-0414/2018 -  Matthijs van Miltenburg - Vote unique 14/02/2019 12:06:43.000,489,55,62
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/10,2019-02-14,10,A8-0065/2019 -  Sylvia-Yvonne Kaufmann - Vote unique 14/02/2019 12:07:03.000,555,29,20
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/11,2019-02-14,11,A8-0198/2018 -  Franck Proust - Am 89 14/02/2019 12:07:42.000,500,49,56
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/12,2019-02-14,12,A8-0199/2018 -  Massimiliano Salini - Am 90 14/02/2019 12:10:01.000,536,53,17
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/13,2019-02-14,13,A8-0274/2018 -  Ivan Štefanec - Am 82 14/02/2019 12:10:25.000,540,52,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/14,2019-02-14,14,A8-0360/2018 -  Eva Maydell - Am 2 14/02/2019 12:11:32.000,532,22,55
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/15,2019-02-14,15,A8-0032/2019 -  Roberts Zīle - Am 79=84= 14/02/2019 12:11:57.000,266,331,5
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/16,2019-02-14,16,A8-0032/2019 -  Roberts Zīle - Am 82 14/02/2019 12:13:46.000,244,350,11
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/17,2019-02-14,17,A8-0032/2019 -  Roberts Zīle - Am 81 14/02/2019 12:14:03.000,262,328,11
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/18,2019-02-14,18,A8-0032/2019 -  Roberts Zīle - Am 78 14/02/2019 12:14:14.000,202,376,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/19,2019-02-14,19,A8-0032/2019 -  Roberts Zīle - Am 86 14/02/2019 12:14:34.000,213,389,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/20,2019-02-14,20,A8-0032/2019 -  Roberts Zīle - Am 77 14/02/2019 12:14:54.000,208,395,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/21,2019-02-14,21,A8-0032/2019 -  Roberts Zīle - Vote: proposition de la Commission 14/02/2019 12:15:15.000,354,246,8
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/22,2019-02-14,22,A8-0014/2019 -  Miroslav Poche - Vote: proposition de la Commission 14/02/2019 12:15:51.000,540,13,53
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/23,2019-02-14,23,B8-0103/2019 - Am 11 14/02/2019 12:16:19.000,207,354,45
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/24,2019-02-14,24,B8-0103/2019 - Am 12 14/02/2019 12:16:48.000,350,240,14
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/25,2019-02-14,25,B8-0103/2019 - Am 13 14/02/2019 12:17:05.000,337,242,21
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/26,2019-02-14,26,B8-0103/2019 - Am 14 14/02/2019 12:17:18.000,560,14,18
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/27,2019-02-14,27,B8-0103/2019 - Am 15 14/02/2019 12:17:28.000,142,432,22
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/28,2019-02-14,28,B8-0103/2019 - Am 16 14/02/2019 12:17:58.000,243,349,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/29,2019-02-14,29,B8-0103/2019 - Am 33 14/02/2019 12:18:10.000,214,347,38
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/30,2019-02-14,30,B8-0103/2019 - Am 17 14/02/2019 12:18:21.000,205,354,33
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/31,2019-02-14,31,B8-0103/2019 - Am 20=34= 14/02/2019 12:19:07.000,254,339,10
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/32,2019-02-14,32,B8-0103/2019 - Am 21=35= 14/02/2019 12:19:19.000,198,380,27
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/33,2019-02-14,33,B8-0103/2019 - Am 22S 14/02/2019 12:19:30.000,70,515,8
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/34,2019-02-14,34,B8-0103/2019 - Am 6S 14/02/2019 12:19:41.000,114,481,9
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/35,2019-02-14,35,B8-0103/2019 - Am 23S 14/02/2019 12:19:53.000,99,501,7
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/36,2019-02-14,36,B8-0103/2019 - Am 9=1= 14/02/2019 12:20:04.000,283,306,17
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/37,2019-02-14,37,B8-0103/2019 - Am 24 14/02/2019 12:20:16.000,116,435,35
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/38,2019-02-14,38,B8-0103/2019 - Am 25 14/02/2019 12:20:25.000,140,410,51
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/39,2019-02-14,39,B8-0103/2019 - Am 26 14/02/2019 12:20:34.000,134,440,26
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/40,2019-02-14,40,B8-0103/2019 - Am 27 14/02/2019 12:20:44.000,150,423,31
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/41,2019-02-14,41,B8-0103/2019 - Am 28 14/02/2019 12:20:54.000,140,424,36
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/42,2019-02-14,42,B8-0103/2019 - Am 7 14/02/2019 12:21:03.000,485,48,67
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/43,2019-02-14,43,B8-0103/2019 - Am 8 14/02/2019 12:21:13.000,406,110,89
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/44,2019-02-14,44,B8-0103/2019 - Am 10 14/02/2019 12:21:23.000,178,396,23
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/45,2019-02-14,45,B8-0103/2019 - Résolution 14/02/2019 12:21:35.000,438,78,87
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/46,2019-02-14,46,B8-0127/2019 - Am 2 14/02/2019 12:22:16.000,54,496,36
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/47,2019-02-14,47,B8-0079/2019 - § 8/2 14/02/2019 12:24:04.000,487,109,4
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/48,2019-02-14,48,B8-0079/2019 - § 10/2 14/02/2019 12:24:19.000,483,93,20
http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190214/49,2019-02-14,49,B8-0079/2019 - § 10/3 14/02/2019 12:24:28.000,484,88,25
