?procedureReference	?eurovocTopic	?eurovocLabel
APP-2017-0333R	<http://eurovoc.europa.eu/c_c565cff5>	"EU banking union"@en
APP-2017-0333R	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
APP-2017-0333R	<http://eurovoc.europa.eu/c_062f6587>	"European Stability Mechanism"@en
APP-2017-0333R	<http://eurovoc.europa.eu/c_777eba81>	"Treaty on Stability, Coordination and Governance"@en
APP-2017-0333R	<http://eurovoc.europa.eu/2629>	"decision-making"@en
APP-2017-0333R	<http://eurovoc.europa.eu/c_6cfce4be>	"economic governance (EU)"@en
APP-2017-0333R	<http://eurovoc.europa.eu/922>	"financial aid"@en
APP-2017-0333R	<http://eurovoc.europa.eu/c_dcf3f7c0>	"financial risk"@en
APP-2017-0333R	<http://eurovoc.europa.eu/c_3e6af2e7>	"financial stability"@en
APP-2017-0333R	<http://eurovoc.europa.eu/1052>	"fund (EU)"@en
APP-2017-0333R	<http://eurovoc.europa.eu/5917>	"multilateral surveillance"@en
APP-2017-0333R	<http://eurovoc.europa.eu/5871>	"revision of the Treaty (EU)"@en
APP-2017-0333R	<http://eurovoc.europa.eu/c_406ad4cc>	"risk management"@en
APP-2019-0031	<http://eurovoc.europa.eu/3774>	"United Kingdom"@en
APP-2019-0031	<http://eurovoc.europa.eu/3258>	"financing of the EU budget"@en
APP-2019-0031	<http://eurovoc.europa.eu/5158>	"general budget (EU)"@en
APP-2019-0031	<http://eurovoc.europa.eu/929>	"implementation of the budget"@en
APP-2019-0031	<http://eurovoc.europa.eu/c_8a6f744c>	"withdrawal from the EU"@en
BUD-2019-2001	<http://eurovoc.europa.eu/1460>	"EU financial instrument"@en
BUD-2019-2001	<http://eurovoc.europa.eu/2451>	"EU policy"@en
BUD-2019-2001	<http://eurovoc.europa.eu/5315>	"EU programme"@en
BUD-2019-2001	<http://eurovoc.europa.eu/c_59f9c651>	"EU strategy"@en
BUD-2019-2001	<http://eurovoc.europa.eu/4038>	"European Commission"@en
BUD-2019-2001	<http://eurovoc.europa.eu/5629>	"citizens' Europe"@en
BUD-2019-2001	<http://eurovoc.europa.eu/434743>	"climate change policy"@en
BUD-2019-2001	<http://eurovoc.europa.eu/5620>	"drawing up of the EU budget"@en
BUD-2019-2001	<http://eurovoc.europa.eu/5158>	"general budget (EU)"@en
BUD-2019-2001	<http://eurovoc.europa.eu/1439>	"innovation"@en
BUD-2019-2001	<http://eurovoc.europa.eu/5237>	"research and development"@en
BUD-2019-2001	<http://eurovoc.europa.eu/5585>	"sustainable development"@en
BUD-2019-2003	<http://eurovoc.europa.eu/2243>	"European Parliament"@en
BUD-2019-2003	<http://eurovoc.europa.eu/5577>	"administrative expenditure (EU)"@en
BUD-2019-2003	<http://eurovoc.europa.eu/5070>	"administrative formalities"@en
BUD-2019-2003	<http://eurovoc.europa.eu/2698>	"budgetary procedure"@en
BUD-2019-2003	<http://eurovoc.europa.eu/5062>	"inclusion in the budget"@en
BUD-2019-2003	<http://eurovoc.europa.eu/1482>	"interpreting"@en
BUD-2019-2003	<http://eurovoc.europa.eu/5640>	"operation of the Institutions"@en
BUD-2019-2003	<http://eurovoc.europa.eu/1163>	"personnel administration"@en
BUD-2019-2003	<http://eurovoc.europa.eu/2815>	"real property"@en
BUD-2019-2003	<http://eurovoc.europa.eu/5888>	"security services"@en
BUD-2019-2003	<http://eurovoc.europa.eu/c_8a6f744c>	"withdrawal from the EU"@en
BUD-2019-2021	<http://eurovoc.europa.eu/5576>	"EU expenditure"@en
BUD-2019-2021	<http://eurovoc.europa.eu/5059>	"amending budget"@en
BUD-2019-2021	<http://eurovoc.europa.eu/3350>	"carry-over of appropriations"@en
BUD-2019-2021	<http://eurovoc.europa.eu/933>	"financial year"@en
BUD-2019-2021	<http://eurovoc.europa.eu/5158>	"general budget (EU)"@en
BUD-2019-2021	<http://eurovoc.europa.eu/3560>	"own resources"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3919>	"child protection"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3919>	"child protection"@en
CNS-2016-0190	<http://eurovoc.europa.eu/5296>	"custody"@en
CNS-2016-0190	<http://eurovoc.europa.eu/5296>	"custody"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3945>	"illegal restraint"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3945>	"illegal restraint"@en
CNS-2016-0190	<http://eurovoc.europa.eu/42>	"jurisdiction"@en
CNS-2016-0190	<http://eurovoc.europa.eu/42>	"jurisdiction"@en
CNS-2016-0190	<http://eurovoc.europa.eu/570>	"matrimonial law"@en
CNS-2016-0190	<http://eurovoc.europa.eu/570>	"matrimonial law"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3312>	"parental authority"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3312>	"parental authority"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3316>	"parental responsibility"@en
CNS-2016-0190	<http://eurovoc.europa.eu/3316>	"parental responsibility"@en
CNS-2016-0190	<http://eurovoc.europa.eu/7352>	"rights of access"@en
CNS-2016-0190	<http://eurovoc.europa.eu/7352>	"rights of access"@en
CNS-2018-0006	<http://eurovoc.europa.eu/4585>	"VAT"@en
CNS-2018-0006	<http://eurovoc.europa.eu/4585>	"VAT"@en
CNS-2018-0006	<http://eurovoc.europa.eu/5070>	"administrative formalities"@en
CNS-2018-0006	<http://eurovoc.europa.eu/5070>	"administrative formalities"@en
CNS-2018-0006	<http://eurovoc.europa.eu/6257>	"simplification of legislation"@en
CNS-2018-0006	<http://eurovoc.europa.eu/6257>	"simplification of legislation"@en
CNS-2018-0006	<http://eurovoc.europa.eu/2358>	"small business"@en
CNS-2018-0006	<http://eurovoc.europa.eu/2358>	"small business"@en
CNS-2018-0006	<http://eurovoc.europa.eu/935>	"tax exemption"@en
CNS-2018-0006	<http://eurovoc.europa.eu/935>	"tax exemption"@en
CNS-2018-0006	<http://eurovoc.europa.eu/1234>	"tax harmonisation"@en
CNS-2018-0006	<http://eurovoc.europa.eu/1234>	"tax harmonisation"@en
CNS-2018-0006	<http://eurovoc.europa.eu/561>	"tax law"@en
CNS-2018-0006	<http://eurovoc.europa.eu/561>	"tax law"@en
CNS-2018-0164	<http://eurovoc.europa.eu/6342>	"European tax cooperation"@en
CNS-2018-0164	<http://eurovoc.europa.eu/4585>	"VAT"@en
CNS-2018-0164	<http://eurovoc.europa.eu/5070>	"administrative formalities"@en
CNS-2018-0164	<http://eurovoc.europa.eu/3193>	"goods and services"@en
CNS-2018-0164	<http://eurovoc.europa.eu/619>	"intra-EU trade"@en
CNS-2018-0164	<http://eurovoc.europa.eu/6029>	"tax collection"@en
CNS-2018-0164	<http://eurovoc.europa.eu/1095>	"tax evasion"@en
CNS-2018-0164	<http://eurovoc.europa.eu/1234>	"tax harmonisation"@en
CNS-2018-0164	<http://eurovoc.europa.eu/6343>	"tax reform"@en
CNS-2018-0176	<http://eurovoc.europa.eu/5018>	"alcoholic beverage"@en
CNS-2018-0176	<http://eurovoc.europa.eu/747>	"electrical energy"@en
CNS-2018-0176	<http://eurovoc.europa.eu/3741>	"energy-generating product"@en
CNS-2018-0176	<http://eurovoc.europa.eu/1015>	"excise duty"@en
CNS-2018-0176	<http://eurovoc.europa.eu/3190>	"export (EU)"@en
CNS-2018-0176	<http://eurovoc.europa.eu/1631>	"free movement of goods"@en
CNS-2018-0176	<http://eurovoc.europa.eu/3191>	"import (EU)"@en
CNS-2018-0176	<http://eurovoc.europa.eu/619>	"intra-EU trade"@en
CNS-2018-0176	<http://eurovoc.europa.eu/3181>	"simplification of formalities"@en
CNS-2018-0176	<http://eurovoc.europa.eu/4350>	"suspension of customs duties"@en
CNS-2018-0176	<http://eurovoc.europa.eu/1234>	"tax harmonisation"@en
CNS-2018-0176	<http://eurovoc.europa.eu/1021>	"tax system"@en
CNS-2018-0176	<http://eurovoc.europa.eu/4373>	"tobacco"@en
CNS-2018-0412	<http://eurovoc.europa.eu/6342>	"European tax cooperation"@en
CNS-2018-0412	<http://eurovoc.europa.eu/4585>	"VAT"@en
CNS-2018-0412	<http://eurovoc.europa.eu/206>	"administrative cooperation"@en
CNS-2018-0412	<http://eurovoc.europa.eu/c_c8363c09>	"cross-border dimension"@en
CNS-2018-0412	<http://eurovoc.europa.eu/6089>	"electronic commerce"@en
CNS-2018-0412	<http://eurovoc.europa.eu/616>	"exchange of information"@en
CNS-2018-0412	<http://eurovoc.europa.eu/c_e749c083>	"payment system"@en
CNS-2018-0412	<http://eurovoc.europa.eu/2602>	"provision of services"@en
CNS-2018-0412	<http://eurovoc.europa.eu/57>	"tax authorities"@en
CNS-2018-0412	<http://eurovoc.europa.eu/3951>	"tax offence"@en
CNS-2018-0413	<http://eurovoc.europa.eu/6342>	"European tax cooperation"@en
CNS-2018-0413	<http://eurovoc.europa.eu/4585>	"VAT"@en
CNS-2018-0413	<http://eurovoc.europa.eu/206>	"administrative cooperation"@en
CNS-2018-0413	<http://eurovoc.europa.eu/c_c8363c09>	"cross-border dimension"@en
CNS-2018-0413	<http://eurovoc.europa.eu/6089>	"electronic commerce"@en
CNS-2018-0413	<http://eurovoc.europa.eu/616>	"exchange of information"@en
CNS-2018-0413	<http://eurovoc.europa.eu/1092>	"fraud"@en
CNS-2018-0413	<http://eurovoc.europa.eu/4359>	"information system"@en
CNS-2018-0413	<http://eurovoc.europa.eu/c_e749c083>	"payment system"@en
CNS-2018-0413	<http://eurovoc.europa.eu/57>	"tax authorities"@en
CNS-2018-0413	<http://eurovoc.europa.eu/3951>	"tax offence"@en
CNS-2018-0415	<http://eurovoc.europa.eu/4585>	"VAT"@en
CNS-2018-0415	<http://eurovoc.europa.eu/6089>	"electronic commerce"@en
CNS-2018-0415	<http://eurovoc.europa.eu/871>	"establishment"@en
CNS-2018-0415	<http://eurovoc.europa.eu/3193>	"goods and services"@en
CNS-2018-0415	<http://eurovoc.europa.eu/3191>	"import (EU)"@en
CNS-2018-0415	<http://eurovoc.europa.eu/2602>	"provision of services"@en
CNS-2018-0415	<http://eurovoc.europa.eu/2292>	"supply"@en
CNS-2018-0415	<http://eurovoc.europa.eu/6029>	"tax collection"@en
CNS-2018-0415	<http://eurovoc.europa.eu/935>	"tax exemption"@en
CNS-2018-0415	<http://eurovoc.europa.eu/170>	"taxpayer"@en
CNS-2018-0415	<http://eurovoc.europa.eu/2300>	"third country"@en
CNS-2018-0417	<http://eurovoc.europa.eu/1086>	"French overseas department and region"@en
CNS-2018-0417	<http://eurovoc.europa.eu/5581>	"derogation from EU law"@en
CNS-2018-0417	<http://eurovoc.europa.eu/4400>	"import tax"@en
CNS-2018-0417	<http://eurovoc.europa.eu/1317>	"local tax"@en
CNS-2018-0417	<http://eurovoc.europa.eu/4128>	"peripheral region"@en
CNS-2018-0417	<http://eurovoc.europa.eu/431>	"regional development"@en
CNS-2018-0417	<http://eurovoc.europa.eu/660>	"regional economy"@en
CNS-2018-0417	<http://eurovoc.europa.eu/935>	"tax exemption"@en
CNS-2018-0417	<http://eurovoc.europa.eu/365>	"tax relief"@en
CNS-2018-0812	<http://eurovoc.europa.eu/6260>	"DNA"@en
CNS-2018-0812	<http://eurovoc.europa.eu/5552>	"EU police cooperation"@en
CNS-2018-0812	<http://eurovoc.europa.eu/3774>	"United Kingdom"@en
CNS-2018-0812	<http://eurovoc.europa.eu/7410>	"biometrics"@en
CNS-2018-0812	<http://eurovoc.europa.eu/5181>	"data protection"@en
CNS-2018-0812	<http://eurovoc.europa.eu/616>	"exchange of information"@en
CNS-2018-0812	<http://eurovoc.europa.eu/5595>	"personal data"@en
CNS-2018-0813	<http://eurovoc.europa.eu/6723>	"Eurojust"@en
CNS-2018-0813	<http://eurovoc.europa.eu/5652>	"Georgia"@en
CNS-2018-0813	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
CNS-2018-0813	<http://eurovoc.europa.eu/5181>	"data protection"@en
CNS-2018-0813	<http://eurovoc.europa.eu/616>	"exchange of information"@en
CNS-2018-0813	<http://eurovoc.europa.eu/1708>	"fight against crime"@en
CNS-2018-0813	<http://eurovoc.europa.eu/217>	"judicial cooperation"@en
CNS-2018-0813	<http://eurovoc.europa.eu/5560>	"organised crime"@en
CNS-2018-0813	<http://eurovoc.europa.eu/5595>	"personal data"@en
CNS-2018-0813	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
CNS-2018-0813	<http://eurovoc.europa.eu/4452>	"terrorism"@en
CNS-2019-0096	<http://eurovoc.europa.eu/4585>	"VAT"@en
CNS-2019-0096	<http://eurovoc.europa.eu/2628>	"armed forces"@en
CNS-2019-0096	<http://eurovoc.europa.eu/6709>	"common security and defence policy"@en
CNS-2019-0096	<http://eurovoc.europa.eu/1015>	"excise duty"@en
CNS-2019-0096	<http://eurovoc.europa.eu/3193>	"goods and services"@en
CNS-2019-0096	<http://eurovoc.europa.eu/2647>	"military equipment"@en
CNS-2019-0096	<http://eurovoc.europa.eu/935>	"tax exemption"@en
CNS-2019-0804	<http://eurovoc.europa.eu/4838>	"European Investment Bank"@en
CNS-2019-0804	<http://eurovoc.europa.eu/2543>	"Poland"@en
CNS-2019-0804	<http://eurovoc.europa.eu/3763>	"Romania"@en
CNS-2019-0804	<http://eurovoc.europa.eu/3774>	"United Kingdom"@en
CNS-2019-0804	<http://eurovoc.europa.eu/4115>	"capital increase"@en
CNS-2019-0804	<http://eurovoc.europa.eu/5640>	"operation of the Institutions"@en
CNS-2019-0804	<http://eurovoc.europa.eu/3561>	"rules of procedure"@en
CNS-2019-0804	<http://eurovoc.europa.eu/c_8a6f744c>	"withdrawal from the EU"@en
CNS-2019-0805	<http://eurovoc.europa.eu/336>	"Denmark"@en
CNS-2019-0805	<http://eurovoc.europa.eu/6723>	"Eurojust"@en
CNS-2019-0805	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
CNS-2019-0805	<http://eurovoc.europa.eu/5181>	"data protection"@en
CNS-2019-0805	<http://eurovoc.europa.eu/5334>	"disclosure of information"@en
CNS-2019-0805	<http://eurovoc.europa.eu/217>	"judicial cooperation"@en
CNS-2019-0805	<http://eurovoc.europa.eu/5595>	"personal data"@en
CNS-2019-0805	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
CNS-2019-0806	<http://eurovoc.europa.eu/5552>	"EU police cooperation"@en
CNS-2019-0806	<http://eurovoc.europa.eu/1504>	"Ireland"@en
CNS-2019-0806	<http://eurovoc.europa.eu/3011>	"cross-frontier data flow"@en
CNS-2019-0806	<http://eurovoc.europa.eu/616>	"exchange of information"@en
CNS-2019-0806	<http://eurovoc.europa.eu/5550>	"judicial cooperation in criminal matters in the EU"@en
CNS-2019-0806	<http://eurovoc.europa.eu/3110>	"vehicle registration"@en
COD-2016-0400B	<http://eurovoc.europa.eu/4015>	"EC Directive"@en
COD-2016-0400B	<http://eurovoc.europa.eu/4022>	"EC Regulation"@en
COD-2016-0400B	<http://eurovoc.europa.eu/5794>	"EU environmental policy"@en
COD-2016-0400B	<http://eurovoc.europa.eu/4038>	"European Commission"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2243>	"European Parliament"@en
COD-2016-0400B	<http://eurovoc.europa.eu/3346>	"European social policy"@en
COD-2016-0400B	<http://eurovoc.europa.eu/3703>	"amendment of a law"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2897>	"approximation of laws"@en
COD-2016-0400B	<http://eurovoc.europa.eu/5511>	"comitology"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2443>	"common agricultural policy"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2450>	"common commercial policy"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2455>	"common fisheries policy"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2457>	"common transport policy"@en
COD-2016-0400B	<http://eurovoc.europa.eu/5545>	"customs cooperation"@en
COD-2016-0400B	<http://eurovoc.europa.eu/1593>	"delegated legislation"@en
COD-2016-0400B	<http://eurovoc.europa.eu/3038>	"delegation of power"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2577>	"power of implementation"@en
COD-2016-0400B	<http://eurovoc.europa.eu/5519>	"powers of the institutions (EU)"@en
COD-2016-0400B	<http://eurovoc.europa.eu/2932>	"recognition of diplomas"@en
COD-2016-0400B	<http://eurovoc.europa.eu/5864>	"trans-European network"@en
COD-2017-0230	<http://eurovoc.europa.eu/c_047e5912>	"European Banking Authority"@en
COD-2017-0230	<http://eurovoc.europa.eu/c_f5ed5adb>	"European Insurance and Occupational Pensions Authority"@en
COD-2017-0230	<http://eurovoc.europa.eu/c_96124aaf>	"European Securities and Markets Authority"@en
COD-2017-0230	<http://eurovoc.europa.eu/4182>	"competence of the institution"@en
COD-2017-0230	<http://eurovoc.europa.eu/1425>	"consumer information"@en
COD-2017-0230	<http://eurovoc.europa.eu/441>	"dissemination of information"@en
COD-2017-0230	<http://eurovoc.europa.eu/1452>	"financial institution"@en
COD-2017-0230	<http://eurovoc.europa.eu/1459>	"financial instrument"@en
COD-2017-0230	<http://eurovoc.europa.eu/560>	"financial legislation"@en
COD-2017-0230	<http://eurovoc.europa.eu/c_8f89faac>	"financial supervision"@en
COD-2017-0230	<http://eurovoc.europa.eu/1549>	"fine"@en
COD-2017-0230	<http://eurovoc.europa.eu/4304>	"institutional structure"@en
COD-2017-0230	<http://eurovoc.europa.eu/5640>	"operation of the Institutions"@en
COD-2017-0230	<http://eurovoc.europa.eu/3561>	"rules of procedure"@en
COD-2017-0230	<http://eurovoc.europa.eu/2076>	"standardisation"@en
COD-2017-0231	<http://eurovoc.europa.eu/1459>	"financial instrument"@en
COD-2017-0231	<http://eurovoc.europa.eu/560>	"financial legislation"@en
COD-2017-0231	<http://eurovoc.europa.eu/3942>	"financial solvency"@en
COD-2017-0231	<http://eurovoc.europa.eu/c_8f89faac>	"financial supervision"@en
COD-2017-0231	<http://eurovoc.europa.eu/34>	"insurance company"@en
COD-2017-0231	<http://eurovoc.europa.eu/549>	"insurance law"@en
COD-2017-0231	<http://eurovoc.europa.eu/4195>	"investment company"@en
COD-2017-0231	<http://eurovoc.europa.eu/2602>	"provision of services"@en
COD-2017-0231	<http://eurovoc.europa.eu/2906>	"reinsurance"@en
COD-2017-0232	<http://eurovoc.europa.eu/c_a3b85311>	"European Systemic Risk Board"@en
COD-2017-0232	<http://eurovoc.europa.eu/2894>	"activity report"@en
COD-2017-0232	<http://eurovoc.europa.eu/6049>	"committee (EU)"@en
COD-2017-0232	<http://eurovoc.europa.eu/441>	"dissemination of information"@en
COD-2017-0232	<http://eurovoc.europa.eu/4304>	"institutional structure"@en
COD-2017-0232	<http://eurovoc.europa.eu/5640>	"operation of the Institutions"@en
COD-2017-0288	<http://eurovoc.europa.eu/4197>	"bus"@en
COD-2017-0288	<http://eurovoc.europa.eu/4511>	"carriage of passengers"@en
COD-2017-0288	<http://eurovoc.europa.eu/2565>	"dominant position"@en
COD-2017-0288	<http://eurovoc.europa.eu/1638>	"freedom to provide services"@en
COD-2017-0288	<http://eurovoc.europa.eu/4520>	"international road transport"@en
COD-2017-0288	<http://eurovoc.europa.eu/5707>	"liberalisation of the market"@en
COD-2017-0288	<http://eurovoc.europa.eu/635>	"market access"@en
COD-2017-0288	<http://eurovoc.europa.eu/2839>	"market protection"@en
COD-2017-0288	<http://eurovoc.europa.eu/5209>	"road cabotage"@en
COD-2017-0288	<http://eurovoc.europa.eu/6365>	"service concession"@en
COD-2017-0288	<http://eurovoc.europa.eu/6369>	"services of general interest"@en
COD-2017-0288	<http://eurovoc.europa.eu/1448>	"supervisory body"@en
COD-2017-0288	<http://eurovoc.europa.eu/1645>	"transport licence"@en
COD-2017-0288	<http://eurovoc.europa.eu/3109>	"transport market"@en
COD-2018-0050	<http://eurovoc.europa.eu/c_4e3beee2>	"European Maritime and Fisheries Fund"@en
COD-2018-0050	<http://eurovoc.europa.eu/1879>	"Mediterranean Sea"@en
COD-2018-0050	<http://eurovoc.europa.eu/5254>	"authorised catch"@en
COD-2018-0050	<http://eurovoc.europa.eu/5256>	"catch by species"@en
COD-2018-0050	<http://eurovoc.europa.eu/2879>	"catch quota"@en
COD-2018-0050	<http://eurovoc.europa.eu/919>	"evaluation of resources"@en
COD-2018-0050	<http://eurovoc.europa.eu/1159>	"fishery management"@en
COD-2018-0050	<http://eurovoc.europa.eu/2921>	"fishery research"@en
COD-2018-0050	<http://eurovoc.europa.eu/4790>	"fishing area"@en
COD-2018-0050	<http://eurovoc.europa.eu/1035>	"fishing fleet"@en
COD-2018-0050	<http://eurovoc.europa.eu/544>	"fishing rights"@en
COD-2018-0050	<http://eurovoc.europa.eu/2437>	"sea fish"@en
COD-2018-0050	<http://eurovoc.europa.eu/2308>	"sea fishing"@en
COD-2018-0050	<http://eurovoc.europa.eu/c_8702d5f7>	"sustainable fisheries"@en
COD-2018-0090	<http://eurovoc.europa.eu/6711>	"European Consumer Centres Network"@en
COD-2018-0090	<http://eurovoc.europa.eu/2863>	"advertising malpractice"@en
COD-2018-0090	<http://eurovoc.europa.eu/1425>	"consumer information"@en
COD-2018-0090	<http://eurovoc.europa.eu/c_e5dbcb63>	"consumer law"@en
COD-2018-0090	<http://eurovoc.europa.eu/6216>	"consumer policy"@en
COD-2018-0090	<http://eurovoc.europa.eu/c_6f7bbe63>	"digital single market"@en
COD-2018-0090	<http://eurovoc.europa.eu/6089>	"electronic commerce"@en
COD-2018-0090	<http://eurovoc.europa.eu/3878>	"penalty"@en
COD-2018-0090	<http://eurovoc.europa.eu/5595>	"personal data"@en
COD-2018-0090	<http://eurovoc.europa.eu/2871>	"product quality"@en
COD-2018-0090	<http://eurovoc.europa.eu/233>	"publishing of prices"@en
COD-2018-0114	<http://eurovoc.europa.eu/453>	"access to information"@en
COD-2018-0114	<http://eurovoc.europa.eu/5498>	"codification of EU law"@en
COD-2018-0114	<http://eurovoc.europa.eu/554>	"company law"@en
COD-2018-0114	<http://eurovoc.europa.eu/4196>	"company with share capital"@en
COD-2018-0114	<http://eurovoc.europa.eu/3011>	"cross-frontier data flow"@en
COD-2018-0114	<http://eurovoc.europa.eu/69>	"economic concentration"@en
COD-2018-0114	<http://eurovoc.europa.eu/183>	"merger control"@en
COD-2018-0114	<http://eurovoc.europa.eu/532>	"right of establishment"@en
COD-2018-0114	<http://eurovoc.europa.eu/3299>	"single market"@en
COD-2018-0114	<http://eurovoc.europa.eu/4492>	"transfer of businesses"@en
COD-2018-0129	<http://eurovoc.europa.eu/2457>	"common transport policy"@en
COD-2018-0129	<http://eurovoc.europa.eu/3438>	"road network"@en
COD-2018-0129	<http://eurovoc.europa.eu/4047>	"road safety"@en
COD-2018-0129	<http://eurovoc.europa.eu/3127>	"road traffic"@en
COD-2018-0129	<http://eurovoc.europa.eu/4162>	"traffic signs"@en
COD-2018-0129	<http://eurovoc.europa.eu/5864>	"trans-European network"@en
COD-2018-0129	<http://eurovoc.europa.eu/730>	"transport accident"@en
COD-2018-0129	<http://eurovoc.europa.eu/1433>	"transport infrastructure"@en
COD-2018-0130	<http://eurovoc.europa.eu/4015>	"EC Directive"@en
COD-2018-0130	<http://eurovoc.europa.eu/4107>	"aerodynamics"@en
COD-2018-0130	<http://eurovoc.europa.eu/1252>	"approval"@en
COD-2018-0130	<http://eurovoc.europa.eu/4658>	"commercial vehicle"@en
COD-2018-0130	<http://eurovoc.europa.eu/6700>	"energy efficiency"@en
COD-2018-0130	<http://eurovoc.europa.eu/5754>	"environmental standard"@en
COD-2018-0130	<http://eurovoc.europa.eu/5650>	"greenhouse gas"@en
COD-2018-0130	<http://eurovoc.europa.eu/6400>	"reduction of gas emissions"@en
COD-2018-0130	<http://eurovoc.europa.eu/4047>	"road safety"@en
COD-2018-0130	<http://eurovoc.europa.eu/4533>	"road transport"@en
COD-2018-0130	<http://eurovoc.europa.eu/6850>	"sustainable mobility"@en
COD-2018-0130	<http://eurovoc.europa.eu/5235>	"technical standard"@en
COD-2018-0130	<http://eurovoc.europa.eu/848>	"vehicle parts"@en
COD-2018-0130	<http://eurovoc.europa.eu/2433>	"weight and size"@en
COD-2018-0138	<http://eurovoc.europa.eu/5844>	"EU financing arrangements"@en
COD-2018-0138	<http://eurovoc.europa.eu/2695>	"administrative procedure"@en
COD-2018-0138	<http://eurovoc.europa.eu/3139>	"environmental impact"@en
COD-2018-0138	<http://eurovoc.europa.eu/918>	"project evaluation"@en
COD-2018-0138	<http://eurovoc.europa.eu/5824>	"project of common interest"@en
COD-2018-0138	<http://eurovoc.europa.eu/1810>	"public contract"@en
COD-2018-0138	<http://eurovoc.europa.eu/153>	"road building"@en
COD-2018-0138	<http://eurovoc.europa.eu/5864>	"trans-European network"@en
COD-2018-0138	<http://eurovoc.europa.eu/1433>	"transport infrastructure"@en
COD-2018-0138	<http://eurovoc.europa.eu/3428>	"transport network"@en
COD-2018-0139	<http://eurovoc.europa.eu/206>	"administrative cooperation"@en
COD-2018-0139	<http://eurovoc.europa.eu/5070>	"administrative formalities"@en
COD-2018-0139	<http://eurovoc.europa.eu/4502>	"data transmission"@en
COD-2018-0139	<http://eurovoc.europa.eu/6894>	"electronic government"@en
COD-2018-0139	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0139	<http://eurovoc.europa.eu/4522>	"maritime transport"@en
COD-2018-0139	<http://eurovoc.europa.eu/3181>	"simplification of formalities"@en
COD-2018-0140	<http://eurovoc.europa.eu/453>	"access to information"@en
COD-2018-0140	<http://eurovoc.europa.eu/5070>	"administrative formalities"@en
COD-2018-0140	<http://eurovoc.europa.eu/4509>	"carriage of goods"@en
COD-2018-0140	<http://eurovoc.europa.eu/2457>	"common transport policy"@en
COD-2018-0140	<http://eurovoc.europa.eu/4488>	"data processing"@en
COD-2018-0140	<http://eurovoc.europa.eu/1593>	"delegated legislation"@en
COD-2018-0140	<http://eurovoc.europa.eu/6767>	"electronic document"@en
COD-2018-0140	<http://eurovoc.europa.eu/6894>	"electronic government"@en
COD-2018-0140	<http://eurovoc.europa.eu/616>	"exchange of information"@en
COD-2018-0140	<http://eurovoc.europa.eu/5188>	"information technology"@en
COD-2018-0140	<http://eurovoc.europa.eu/3115>	"transport document"@en
COD-2018-0145	<http://eurovoc.europa.eu/3646>	"European standard"@en
COD-2018-0145	<http://eurovoc.europa.eu/1252>	"approval"@en
COD-2018-0145	<http://eurovoc.europa.eu/5754>	"environmental standard"@en
COD-2018-0145	<http://eurovoc.europa.eu/4654>	"motor vehicle"@en
COD-2018-0145	<http://eurovoc.europa.eu/2430>	"pneumatic tyre"@en
COD-2018-0145	<http://eurovoc.europa.eu/4047>	"road safety"@en
COD-2018-0145	<http://eurovoc.europa.eu/468>	"safety device"@en
COD-2018-0145	<http://eurovoc.europa.eu/5234>	"safety standard"@en
COD-2018-0145	<http://eurovoc.europa.eu/5235>	"technical standard"@en
COD-2018-0145	<http://eurovoc.europa.eu/5383>	"technological change"@en
COD-2018-0145	<http://eurovoc.europa.eu/730>	"transport accident"@en
COD-2018-0148	<http://eurovoc.europa.eu/1425>	"consumer information"@en
COD-2018-0148	<http://eurovoc.europa.eu/6089>	"electronic commerce"@en
COD-2018-0148	<http://eurovoc.europa.eu/142>	"energy consumption"@en
COD-2018-0148	<http://eurovoc.europa.eu/6700>	"energy efficiency"@en
COD-2018-0148	<http://eurovoc.europa.eu/642>	"energy saving"@en
COD-2018-0148	<http://eurovoc.europa.eu/893>	"labelling"@en
COD-2018-0148	<http://eurovoc.europa.eu/4347>	"market supervision"@en
COD-2018-0148	<http://eurovoc.europa.eu/2430>	"pneumatic tyre"@en
COD-2018-0148	<http://eurovoc.europa.eu/5233>	"quality standard"@en
COD-2018-0148	<http://eurovoc.europa.eu/5819>	"recycled product"@en
COD-2018-0152	<http://eurovoc.europa.eu/5796>	" EU visa policy"@en
