?procedureReference	?eurovocTopic	?eurovocLabel
NLE-2015-0302M	<http://eurovoc.europa.eu/3077>	"development aid"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/3355>	"drug traffic"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/6117>	"establishment of peace"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/6897>	"governance"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/584>	"human rights"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/4181>	"institutional reform"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/190>	"parliamentary scrutiny"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/5518>	"powers of the EP"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/5622>	"rule of law"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/80>	"terms for aid"@en
NLE-2015-0302M	<http://eurovoc.europa.eu/4452>	"terrorism"@en
NLE-2016-0121	<http://eurovoc.europa.eu/5563>	"Croatia"@en
NLE-2016-0121	<http://eurovoc.europa.eu/690>	"Egypt"@en
NLE-2016-0121	<http://eurovoc.europa.eu/12>	"accession to the European Union"@en
NLE-2016-0121	<http://eurovoc.europa.eu/4048>	"association agreement (EU)"@en
NLE-2016-0121	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2016-0121	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2016-0156	<http://eurovoc.europa.eu/2368>	"Philippines"@en
NLE-2016-0156	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2016-0156	<http://eurovoc.europa.eu/4505>	"air transport"@en
NLE-2016-0156	<http://eurovoc.europa.eu/2474>	"competition policy"@en
NLE-2016-0156	<http://eurovoc.europa.eu/5136>	"judgment of the Court (EU)"@en
NLE-2016-0156	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2017-0107	<http://eurovoc.europa.eu/6016>	"UN Conference on Trade and Development"@en
NLE-2017-0107	<http://eurovoc.europa.eu/4828>	"commodity agreement"@en
NLE-2017-0107	<http://eurovoc.europa.eu/2450>	"common commercial policy"@en
NLE-2017-0107	<http://eurovoc.europa.eu/5854>	"interinstitutional relations (EU)"@en
NLE-2017-0107	<http://eurovoc.europa.eu/216>	"international cooperation"@en
NLE-2017-0107	<http://eurovoc.europa.eu/2136>	"olive"@en
NLE-2017-0107	<http://eurovoc.europa.eu/1264>	"olive oil"@en
NLE-2017-0107	<http://eurovoc.europa.eu/2131>	"olive-growing"@en
NLE-2017-0107	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2017-0319	<http://eurovoc.europa.eu/5563>	"Croatia"@en
NLE-2017-0319	<http://eurovoc.europa.eu/1899>	"Mexico"@en
NLE-2017-0319	<http://eurovoc.europa.eu/12>	"accession to the European Union"@en
NLE-2017-0319	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
NLE-2017-0319	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0080	<http://eurovoc.europa.eu/5563>	"Croatia"@en
NLE-2018-0080	<http://eurovoc.europa.eu/1518>	"Israel"@en
NLE-2018-0080	<http://eurovoc.europa.eu/12>	"accession to the European Union"@en
NLE-2018-0080	<http://eurovoc.europa.eu/4048>	"association agreement (EU)"@en
NLE-2018-0080	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0093	<http://eurovoc.europa.eu/1838>	"ASEAN"@en
NLE-2018-0093	<http://eurovoc.europa.eu/4164>	"Singapore"@en
NLE-2018-0093	<http://eurovoc.europa.eu/2275>	"free-trade agreement"@en
NLE-2018-0093	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0093	<http://eurovoc.europa.eu/5403>	"trade agreement (EU)"@en
NLE-2018-0093M	<http://eurovoc.europa.eu/1838>	"ASEAN"@en
NLE-2018-0093M	<http://eurovoc.europa.eu/4164>	"Singapore"@en
NLE-2018-0093M	<http://eurovoc.europa.eu/2450>	"common commercial policy"@en
NLE-2018-0093M	<http://eurovoc.europa.eu/2275>	"free-trade agreement"@en
NLE-2018-0093M	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0093M	<http://eurovoc.europa.eu/5403>	"trade agreement (EU)"@en
NLE-2018-0095	<http://eurovoc.europa.eu/4164>	"Singapore"@en
NLE-2018-0095	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0095	<http://eurovoc.europa.eu/1132>	"investment protection"@en
NLE-2018-0095	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0095M	<http://eurovoc.europa.eu/1838>	"ASEAN"@en
NLE-2018-0095M	<http://eurovoc.europa.eu/4164>	"Singapore"@en
NLE-2018-0095M	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0095M	<http://eurovoc.europa.eu/1132>	"investment protection"@en
NLE-2018-0095M	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0116	<http://eurovoc.europa.eu/3472>	"European convention"@en
NLE-2018-0116	<http://eurovoc.europa.eu/3908>	"anti-discriminatory measure"@en
NLE-2018-0116	<http://eurovoc.europa.eu/6739>	"hooliganism"@en
NLE-2018-0116	<http://eurovoc.europa.eu/2162>	"public order"@en
NLE-2018-0116	<http://eurovoc.europa.eu/5723>	"sporting event"@en
NLE-2018-0147	<http://eurovoc.europa.eu/5969>	"China"@en
NLE-2018-0147	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0147	<http://eurovoc.europa.eu/4505>	"air transport"@en
NLE-2018-0147	<http://eurovoc.europa.eu/5136>	"judgment of the Court (EU)"@en
NLE-2018-0147	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0214	<http://eurovoc.europa.eu/100151>	"36 SCIENCE"@en
NLE-2018-0214	<http://eurovoc.europa.eu/5420>	"accession to an agreement"@en
NLE-2018-0214	<http://eurovoc.europa.eu/3173>	"designation of origin"@en
NLE-2018-0214	<http://eurovoc.europa.eu/11>	"international trade"@en
NLE-2018-0238	<http://eurovoc.europa.eu/3472>	"European convention"@en
NLE-2018-0238	<http://eurovoc.europa.eu/5181>	"data protection"@en
NLE-2018-0238	<http://eurovoc.europa.eu/5595>	"personal data"@en
NLE-2018-0238	<http://eurovoc.europa.eu/2828>	"protection of privacy"@en
NLE-2018-0238	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0238	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0239	<http://eurovoc.europa.eu/2109>	"Arctic Ocean"@en
NLE-2018-0239	<http://eurovoc.europa.eu/2455>	"common fisheries policy"@en
NLE-2018-0239	<http://eurovoc.europa.eu/919>	"evaluation of resources"@en
NLE-2018-0239	<http://eurovoc.europa.eu/1159>	"fishery management"@en
NLE-2018-0239	<http://eurovoc.europa.eu/2921>	"fishery research"@en
NLE-2018-0239	<http://eurovoc.europa.eu/3544>	"fishery resources"@en
NLE-2018-0239	<http://eurovoc.europa.eu/5229>	"fishing controls"@en
NLE-2018-0239	<http://eurovoc.europa.eu/3461>	"international agreement"@en
NLE-2018-0239	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0239	<http://eurovoc.europa.eu/c_8702d5f7>	"sustainable fisheries"@en
NLE-2018-0267	<http://eurovoc.europa.eu/249>	"Côte d'Ivoire"@en
NLE-2018-0267	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0267	<http://eurovoc.europa.eu/3077>	"development aid"@en
NLE-2018-0267	<http://eurovoc.europa.eu/5537>	"financial compensation of an agreement"@en
NLE-2018-0267	<http://eurovoc.europa.eu/5913>	"fisheries structure"@en
NLE-2018-0267	<http://eurovoc.europa.eu/1159>	"fishery management"@en
NLE-2018-0267	<http://eurovoc.europa.eu/2556>	"fishing agreement"@en
NLE-2018-0267	<http://eurovoc.europa.eu/1372>	"fishing industry"@en
NLE-2018-0267	<http://eurovoc.europa.eu/544>	"fishing rights"@en
NLE-2018-0267	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0267	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0267	<http://eurovoc.europa.eu/995>	"sectoral aid"@en
NLE-2018-0267	<http://eurovoc.europa.eu/c_8702d5f7>	"sustainable fisheries"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/249>	"Côte d'Ivoire"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/5255>	"catch of fish"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/5554>	"coordination of financing"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/3077>	"development aid"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/5913>	"fisheries structure"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/1159>	"fishery management"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/2921>	"fishery research"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/2556>	"fishing agreement"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/1372>	"fishing industry"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/5763>	"joint body (EU)"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/3209>	"labour relations"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/995>	"sectoral aid"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/c_8702d5f7>	"sustainable fisheries"@en
NLE-2018-0267M	<http://eurovoc.europa.eu/82>	"working conditions"@en
NLE-2018-0272	<http://eurovoc.europa.eu/4707>	"Vietnam"@en
NLE-2018-0272	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0272	<http://eurovoc.europa.eu/5542>	"export monitoring"@en
NLE-2018-0272	<http://eurovoc.europa.eu/3169>	"illicit trade"@en
NLE-2018-0272	<http://eurovoc.europa.eu/3191>	"import (EU)"@en
NLE-2018-0272	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0272	<http://eurovoc.europa.eu/6268>	"surveillance concerning imports"@en
NLE-2018-0272	<http://eurovoc.europa.eu/6324>	"sustainable forest management"@en
NLE-2018-0272	<http://eurovoc.europa.eu/2754>	"wood product"@en
NLE-2018-0272	<http://eurovoc.europa.eu/2994>	"wood production"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/1555>	"Cambodia"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/4707>	"Vietnam"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/245>	"corruption"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/5542>	"export monitoring"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/3169>	"illicit trade"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/3191>	"import (EU)"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/6268>	"surveillance concerning imports"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/6324>	"sustainable forest management"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/2754>	"wood product"@en
NLE-2018-0272M	<http://eurovoc.europa.eu/2994>	"wood production"@en
NLE-2018-0282	<http://eurovoc.europa.eu/5695>	"Kosovo"@en
NLE-2018-0282	<http://eurovoc.europa.eu/4690>	"Western Balkans"@en
NLE-2018-0282	<http://eurovoc.europa.eu/2457>	"common transport policy"@en
NLE-2018-0282	<http://eurovoc.europa.eu/3461>	"international agreement"@en
NLE-2018-0282	<http://eurovoc.europa.eu/5864>	"trans-European network"@en
NLE-2018-0282	<http://eurovoc.europa.eu/3109>	"transport market"@en
NLE-2018-0282	<http://eurovoc.europa.eu/3428>	"transport network"@en
NLE-2018-0316	<http://eurovoc.europa.eu/4040>	"EU relations"@en
NLE-2018-0316	<http://eurovoc.europa.eu/c_8a658bb0>	"European Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice"@en
NLE-2018-0316	<http://eurovoc.europa.eu/1509>	"Iceland"@en
NLE-2018-0316	<http://eurovoc.europa.eu/1649>	"Liechtenstein"@en
NLE-2018-0316	<http://eurovoc.europa.eu/2084>	"Norway"@en
NLE-2018-0316	<http://eurovoc.europa.eu/5405>	"Schengen Agreement"@en
NLE-2018-0316	<http://eurovoc.europa.eu/4324>	"Switzerland"@en
NLE-2018-0316	<http://eurovoc.europa.eu/2285>	"associated country"@en
NLE-2018-0349	<http://eurovoc.europa.eu/1819>	"Morocco"@en
NLE-2018-0349	<http://eurovoc.europa.eu/3799>	"Western Sahara"@en
NLE-2018-0349	<http://eurovoc.europa.eu/5537>	"financial compensation of an agreement"@en
NLE-2018-0349	<http://eurovoc.europa.eu/2556>	"fishing agreement"@en
NLE-2018-0349	<http://eurovoc.europa.eu/4790>	"fishing area"@en
NLE-2018-0349	<http://eurovoc.europa.eu/544>	"fishing rights"@en
NLE-2018-0349	<http://eurovoc.europa.eu/5136>	"judgment of the Court (EU)"@en
NLE-2018-0349	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0349	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0349	<http://eurovoc.europa.eu/2308>	"sea fishing"@en
NLE-2018-0349	<http://eurovoc.europa.eu/c_8702d5f7>	"sustainable fisheries"@en
NLE-2018-0349	<http://eurovoc.europa.eu/581>	"territorial law"@en
NLE-2018-0349	<http://eurovoc.europa.eu/611>	"territorial waters"@en
NLE-2018-0384	<http://eurovoc.europa.eu/6115>	"GATS"@en
NLE-2018-0384	<http://eurovoc.europa.eu/12>	"accession to the European Union"@en
NLE-2018-0384	<http://eurovoc.europa.eu/2450>	"common commercial policy"@en
NLE-2018-0384	<http://eurovoc.europa.eu/635>	"market access"@en
NLE-2018-0384	<http://eurovoc.europa.eu/5403>	"trade agreement (EU)"@en
NLE-2018-0403	<http://eurovoc.europa.eu/4164>	"Singapore"@en
NLE-2018-0403	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
NLE-2018-0403	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0403M	<http://eurovoc.europa.eu/1838>	"ASEAN"@en
NLE-2018-0403M	<http://eurovoc.europa.eu/4164>	"Singapore"@en
NLE-2018-0403M	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
NLE-2018-0403M	<http://eurovoc.europa.eu/3489>	"cooperation policy"@en
NLE-2018-0403M	<http://eurovoc.europa.eu/584>	"human rights"@en
NLE-2018-0403M	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0418	<http://eurovoc.europa.eu/1649>	"Liechtenstein"@en
NLE-2018-0418	<http://eurovoc.europa.eu/4324>	"Switzerland"@en
NLE-2018-0418	<http://eurovoc.europa.eu/453>	"access to information"@en
NLE-2018-0418	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0418	<http://eurovoc.europa.eu/2236>	"application of the law"@en
NLE-2018-0418	<http://eurovoc.europa.eu/6222>	"area of freedom, security and justice"@en
NLE-2018-0418	<http://eurovoc.europa.eu/7410>	"biometrics"@en
NLE-2018-0418	<http://eurovoc.europa.eu/5920>	"database management system"@en
NLE-2018-0418	<http://eurovoc.europa.eu/616>	"exchange of information"@en
NLE-2018-0418	<http://eurovoc.europa.eu/5649>	"external border of the EU"@en
NLE-2018-0418	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0418	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2018-0418	<http://eurovoc.europa.eu/5597>	"right of asylum"@en
NLE-2018-0418	<http://eurovoc.europa.eu/4452>	"terrorism"@en
NLE-2018-0419	<http://eurovoc.europa.eu/1509>	"Iceland"@en
NLE-2018-0419	<http://eurovoc.europa.eu/2084>	"Norway"@en
NLE-2018-0419	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0419	<http://eurovoc.europa.eu/2236>	"application of the law"@en
NLE-2018-0419	<http://eurovoc.europa.eu/7410>	"biometrics"@en
NLE-2018-0419	<http://eurovoc.europa.eu/4488>	"data processing"@en
NLE-2018-0419	<http://eurovoc.europa.eu/5920>	"database management system"@en
NLE-2018-0419	<http://eurovoc.europa.eu/1708>	"fight against crime"@en
NLE-2018-0419	<http://eurovoc.europa.eu/5551>	"police cooperation"@en
NLE-2018-0419	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0419	<http://eurovoc.europa.eu/5597>	"right of asylum"@en
NLE-2018-0419	<http://eurovoc.europa.eu/4452>	"terrorism"@en
NLE-2018-0423	<http://eurovoc.europa.eu/336>	"Denmark"@en
NLE-2018-0423	<http://eurovoc.europa.eu/5552>	"EU police cooperation"@en
NLE-2018-0423	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2018-0423	<http://eurovoc.europa.eu/7410>	"biometrics"@en
NLE-2018-0423	<http://eurovoc.europa.eu/4821>	"database"@en
NLE-2018-0423	<http://eurovoc.europa.eu/616>	"exchange of information"@en
NLE-2018-0423	<http://eurovoc.europa.eu/1708>	"fight against crime"@en
NLE-2018-0423	<http://eurovoc.europa.eu/5595>	"personal data"@en
NLE-2018-0423	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2018-0423	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2019-0005	<http://eurovoc.europa.eu/5876>	"Russia"@en
NLE-2019-0005	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
NLE-2019-0005	<http://eurovoc.europa.eu/5833>	"renewal of an agreement"@en
NLE-2019-0005	<http://eurovoc.europa.eu/223>	"scientific cooperation"@en
NLE-2019-0012	<http://eurovoc.europa.eu/1649>	"Liechtenstein"@en
NLE-2019-0012	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2019-0012	<http://eurovoc.europa.eu/226>	"cross-border cooperation"@en
NLE-2019-0012	<http://eurovoc.europa.eu/1708>	"fight against crime"@en
NLE-2019-0012	<http://eurovoc.europa.eu/217>	"judicial cooperation"@en
NLE-2019-0012	<http://eurovoc.europa.eu/5560>	"organised crime"@en
NLE-2019-0012	<http://eurovoc.europa.eu/5551>	"police cooperation"@en
NLE-2019-0012	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2019-0012	<http://eurovoc.europa.eu/4452>	"terrorism"@en
NLE-2019-0013	<http://eurovoc.europa.eu/4324>	"Switzerland"@en
NLE-2019-0013	<http://eurovoc.europa.eu/1474>	"agreement (EU)"@en
NLE-2019-0013	<http://eurovoc.europa.eu/226>	"cross-border cooperation"@en
NLE-2019-0013	<http://eurovoc.europa.eu/1708>	"fight against crime"@en
NLE-2019-0013	<http://eurovoc.europa.eu/5551>	"police cooperation"@en
NLE-2019-0013	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2019-0013	<http://eurovoc.europa.eu/4452>	"terrorism"@en
NLE-2019-0056	<http://eurovoc.europa.eu/5283>	"EU Member State"@en
NLE-2019-0056	<http://eurovoc.europa.eu/2468>	"employment policy"@en
NLE-2019-0056	<http://eurovoc.europa.eu/1802>	"labour market"@en
NLE-2019-0076	<http://eurovoc.europa.eu/1128>	"Gambia"@en
NLE-2019-0076	<http://eurovoc.europa.eu/2455>	"common fisheries policy"@en
NLE-2019-0076	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
NLE-2019-0076	<http://eurovoc.europa.eu/5537>	"financial compensation of an agreement"@en
NLE-2019-0076	<http://eurovoc.europa.eu/3544>	"fishery resources"@en
NLE-2019-0076	<http://eurovoc.europa.eu/2556>	"fishing agreement"@en
NLE-2019-0076	<http://eurovoc.europa.eu/1372>	"fishing industry"@en
NLE-2019-0076	<http://eurovoc.europa.eu/544>	"fishing rights"@en
NLE-2019-0076	<http://eurovoc.europa.eu/2850>	"protocol to an agreement"@en
NLE-2019-0076	<http://eurovoc.europa.eu/2901>	"ratification of an agreement"@en
NLE-2019-0076	<http://eurovoc.europa.eu/2308>	"sea fishing"@en
NLE-2019-0076	<http://eurovoc.europa.eu/c_8702d5f7>	"sustainable fisheries"@en
NLE-2019-0099	<http://eurovoc.europa.eu/3857>	"Solomon Islands"@en
NLE-2019-0099	<http://eurovoc.europa.eu/5420>	"accession to an agreement"@en
NLE-2019-0099	<http://eurovoc.europa.eu/5404>	"cooperation agreement (EU)"@en
NLE-2019-0099	<http://eurovoc.europa.eu/5407>	"interim agreement (EU)"@en
NLE-2019-0801	<http://eurovoc.europa.eu/5455>	"European Central Bank"@en
NLE-2019-0801	<http://eurovoc.europa.eu/1504>	"Ireland"@en
NLE-2019-0801	<http://eurovoc.europa.eu/8465>	"appointment of members"@en
NLE-2019-0802	<http://eurovoc.europa.eu/3763>	"Romania"@en
NLE-2019-0802	<http://eurovoc.europa.eu/8465>	"appointment of members"@en
NLE-2019-0802	<http://eurovoc.europa.eu/5308>	"member of the Court of Auditors (EU)"@en
NLE-2019-0803	<http://eurovoc.europa.eu/5563>	"Croatia"@en
NLE-2019-0803	<http://eurovoc.europa.eu/8465>	"appointment of members"@en
NLE-2019-0803	<http://eurovoc.europa.eu/5308>	"member of the Court of Auditors (EU)"@en
NLE-2019-0901	<http://eurovoc.europa.eu/c_c565cff5>	"EU banking union"@en
NLE-2019-0901	<http://eurovoc.europa.eu/5769>	"EU office or agency"@en
NLE-2019-0901	<http://eurovoc.europa.eu/1519>	"Italy"@en
NLE-2019-0901	<http://eurovoc.europa.eu/8465>	"appointment of members"@en
NLE-2019-0902	<http://eurovoc.europa.eu/c_047e5912>	"European Banking Authority"@en
NLE-2019-0902	<http://eurovoc.europa.eu/8465>	"appointment of members"@en
